Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Mercury Spill Residue,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: mercury spill residue, laser cleaning, contamination, chemical-residue, contaminant removal",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Optical Properties,Wavelength 1064Nm,85000,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,180000,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,120000,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.75,ratio,None,None
Optical Properties,Wavelength 355Nm,0.15,ratio,None,None
Optical Properties,Wavelength 532Nm,0.65,ratio,None,None
Optical Properties,Imaginary Part,4.12,dimensionless,None,None
Optical Properties,Real Part,1.73,dimensionless,None,None
Optical Properties,Transmission Depth,0.12,μm,None,None
Thermal Properties,Pulse Duration 100Ns,0.4,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,0.6,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,0.8,J/cm²,None,None
Thermal Properties,Decomposition Temperature,357,°C,None,None
Thermal Properties,Heat Affected Zone Depth,15,μm,None,None
Thermal Properties,Melting Point,-39,°C,None,None
Thermal Properties,Specific Heat,140,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,8.3,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,8.5,mm²/s,None,None
Thermal Properties,Vaporization Temperature,357,°C,None,None
Laser Parameters,Beam Profile,flat_top,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 1.2, 'min_j_cm2': 0.3, 'recommended_j_cm2': 0.6}",J/cm²,None,None
Laser Parameters,Overlap Percentage,50,%,None,None
Laser Parameters,Polarization,circular,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 50, 'min_ns': 5, 'recommended_ns': 20}",ns,None,None
Laser Parameters,Repetition Rate Khz,50,kHz,20,100
Laser Parameters,Safety Margin Factor,0.7,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.1,mm,0.05,0.2
Laser Parameters,Wavelength Preference,"1064, 532",nm,None,None
Removal Characteristics,Damage Risk To Substrate,low,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,240,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,800,mm/s,None,None
Removal Characteristics,Diminishing Returns After,4,,None,None
Removal Characteristics,Optimal Passes,3,passes,None,None
Removal Characteristics,Single Pass,0.85,ratio,None,None
Removal Characteristics,Color Change,no,,None,None
Removal Characteristics,Residual Stress,none,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
Compound,Name,Carbon Particulates,,,
Compound,Formula,C,,,
