Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Diamond-Like Carbon Removal,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: diamond-like carbon removal, laser cleaning, contamination, inorganic-coating, contaminant removal",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Optical Properties,Wavelength 1064Nm,80000,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,450000,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,150000,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.25,ratio,None,None
Optical Properties,Wavelength 355Nm,0.12,ratio,None,None
Optical Properties,Wavelength 532Nm,0.18,ratio,None,None
Optical Properties,Imaginary Part,0.15,dimensionless,None,None
Optical Properties,Real Part,2.4,dimensionless,None,None
Optical Properties,Transmission Depth,1.25,μm,None,None
Thermal Properties,Pulse Duration 100Ns,1.2,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,0.6,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,0.8,J/cm²,None,None
Thermal Properties,Decomposition Temperature,450,°C,None,None
Thermal Properties,Heat Affected Zone Depth,2.5,μm,None,None
Thermal Properties,Melting Point,N/A,°C,None,None
Thermal Properties,Specific Heat,750,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,1.5,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,0.8,mm²/s,None,None
Thermal Properties,Vaporization Temperature,1200,°C,None,None
Laser Parameters,Beam Profile,gaussian,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 1.2, 'min_j_cm2': 0.4, 'recommended_j_cm2': 0.8}",J/cm²,None,None
Laser Parameters,Overlap Percentage,50,%,None,None
Laser Parameters,Polarization,any,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 100, 'min_ns': 4, 'recommended_ns': 10}",ns,None,None
Laser Parameters,Repetition Rate Khz,100,kHz,20,300
Laser Parameters,Safety Margin Factor,0.7,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.05,mm,0.02,0.1
Laser Parameters,Wavelength Preference,"1064, 355",nm,None,None
Removal Characteristics,Damage Risk To Substrate,low,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,120,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,500,mm/s,None,None
Removal Characteristics,Diminishing Returns After,3,,None,None
Removal Characteristics,Optimal Passes,2,passes,None,None
Removal Characteristics,Single Pass,0.85,ratio,None,None
Removal Characteristics,Color Change,no,,None,None
Removal Characteristics,Residual Stress,compressive,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
Compound,Name,Carbon Monoxide,,,
Compound,Formula,CO,,,
Compound,Name,Carbon Dioxide,,,
Compound,Formula,CO₂,,,
Compound,Name,Carbon Particulates,,,
Compound,Formula,C,,,
