Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Beryllium Oxide Contamination,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: beryllium oxide contamination, laser cleaning, contamination, chemical-residue, contaminant removal",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Optical Properties,Wavelength 1064Nm,150,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,3200,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,850,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.45,ratio,None,None
Optical Properties,Wavelength 355Nm,0.08,ratio,None,None
Optical Properties,Wavelength 532Nm,0.25,ratio,None,None
Optical Properties,Imaginary Part,0.015,dimensionless,None,None
Optical Properties,Real Part,1.72,dimensionless,None,None
Optical Properties,Transmission Depth,66.7,μm,None,None
Thermal Properties,Pulse Duration 100Ns,4.1,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,2.8,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,3.2,J/cm²,None,None
Thermal Properties,Decomposition Temperature,2530,°C,None,None
Thermal Properties,Heat Affected Zone Depth,15,μm,None,None
Thermal Properties,Melting Point,2507,°C,None,None
Thermal Properties,Specific Heat,1030,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,280,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,105,mm²/s,None,None
Thermal Properties,Vaporization Temperature,3900,°C,None,None
Laser Parameters,Beam Profile,flat_top,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 1.4, 'min_j_cm2': 0.3, 'recommended_j_cm2': 0.8}",J/cm²,None,None
Laser Parameters,Overlap Percentage,50,%,None,None
Laser Parameters,Polarization,circular,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 100, 'min_ns': 10, 'recommended_ns': 30}",ns,None,None
Laser Parameters,Repetition Rate Khz,50,kHz,20,100
Laser Parameters,Safety Margin Factor,0.7,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.1,mm,0.05,0.2
Laser Parameters,Wavelength Preference,"1064, 532",nm,None,None
Removal Characteristics,Damage Risk To Substrate,medium,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,120,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,500,mm/s,None,None
Removal Characteristics,Diminishing Returns After,5,,None,None
Removal Characteristics,Optimal Passes,3,passes,None,None
Removal Characteristics,Single Pass,0.85,ratio,None,None
Removal Characteristics,Color Change,no,,None,None
Removal Characteristics,Residual Stress,compressive,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
