Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Biological Blood Residue,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: biological blood residue, laser cleaning, contamination, biological, contaminant removal",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Optical Properties,Wavelength 1064Nm,120,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,3200,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,850,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.15,ratio,None,None
Optical Properties,Wavelength 355Nm,0.04,ratio,None,None
Optical Properties,Wavelength 532Nm,0.08,ratio,None,None
Optical Properties,Imaginary Part,0.012,dimensionless,None,None
Optical Properties,Real Part,1.38,dimensionless,None,None
Optical Properties,Transmission Depth,83,μm,None,None
Thermal Properties,Pulse Duration 100Ns,1.2,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,0.7,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,0.8,J/cm²,None,None
Thermal Properties,Decomposition Temperature,300,°C,None,None
Thermal Properties,Heat Affected Zone Depth,15,μm,None,None
Thermal Properties,Melting Point,N/A,°C,None,None
Thermal Properties,Specific Heat,3600,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,0.5,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,0.14,mm²/s,None,None
Thermal Properties,Vaporization Temperature,100,°C,None,None
Laser Parameters,Beam Profile,flat_top,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 1.2, 'min_j_cm2': 0.3, 'recommended_j_cm2': 0.6}",J/cm²,None,None
Laser Parameters,Overlap Percentage,50,%,None,None
Laser Parameters,Polarization,any,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 150, 'min_ns': 10, 'recommended_ns': 30}",ns,None,None
Laser Parameters,Repetition Rate Khz,50,kHz,20,200
Laser Parameters,Safety Margin Factor,0.6,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.05,mm,0.02,0.1
Laser Parameters,Wavelength Preference,"355, 1064",nm,None,None
Removal Characteristics,Damage Risk To Substrate,low,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,240,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,800,mm/s,None,None
Removal Characteristics,Diminishing Returns After,5,,None,None
Removal Characteristics,Optimal Passes,3,passes,None,None
Removal Characteristics,Single Pass,0.75,ratio,None,None
Removal Characteristics,Color Change,no,,None,None
Removal Characteristics,Residual Stress,none,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
Compound,Name,Nitrogen Oxides,,,
Compound,Formula,NOx,,,
Compound,Name,Ammonia,,,
Compound,Formula,NH₃,,,
Compound,Name,Carbon Dioxide,,,
Compound,Formula,CO₂,,,
Compound,Name,Water Vapor,,,
Compound,Formula,H₂O,,,
Compound,Name,Carbon Ash,,,
Compound,Formula,C,,,
