Category,Property,Value,Unit,Min,Max
Optical Properties,Wavelength 1064Nm,1.2e6,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,7.5e6,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,3.8e6,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.98,ratio,None,None
Optical Properties,Wavelength 355Nm,0.45,ratio,None,None
Optical Properties,Wavelength 532Nm,0.85,ratio,None,None
Optical Properties,Imaginary Part,6.71,dimensionless,None,None
Optical Properties,Real Part,0.28,dimensionless,None,None
Optical Properties,Transmission Depth,0.083,μm,None,None
Thermal Properties,Pulse Duration 100Ns,3.5,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,2.1,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,1.8,J/cm²,None,None
Thermal Properties,Decomposition Temperature,450,°C,None,None
Thermal Properties,Heat Affected Zone Depth,15,μm,None,None
Thermal Properties,Melting Point,1064,°C,None,None
Thermal Properties,Specific Heat,129,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,318,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,127,mm²/s,None,None
Thermal Properties,Vaporization Temperature,2856,°C,None,None
Laser Parameters,Beam Profile,flat_top,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 1.2, 'min_j_cm2': 0.3, 'recommended_j_cm2': 0.6}",J/cm²,None,None
Laser Parameters,Overlap Percentage,50,%,None,None
Laser Parameters,Polarization,circular,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 20, 'min_ns': 4, 'recommended_ns': 10}",ns,None,None
Laser Parameters,Repetition Rate Khz,50,kHz,20,100
Laser Parameters,Safety Margin Factor,0.7,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.05,mm,0.02,0.08
Laser Parameters,Wavelength Preference,"532, 355",nm,None,None
Removal Characteristics,Damage Risk To Substrate,low,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,48,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,800,mm/s,None,None
Removal Characteristics,Diminishing Returns After,3,,None,None
Removal Characteristics,Optimal Passes,2,passes,None,None
Removal Characteristics,Single Pass,0.85,ratio,None,None
Removal Characteristics,Color Change,no,,None,None
Removal Characteristics,Residual Stress,compressive,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
