Category,Property,Value,Unit,Min,Max
Optical Properties,Wavelength 1064Nm,85000,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,320000,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,150000,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.65,ratio,None,None
Optical Properties,Wavelength 355Nm,0.18,ratio,None,None
Optical Properties,Wavelength 532Nm,0.45,ratio,None,None
Optical Properties,Imaginary Part,3.2,dimensionless,None,None
Optical Properties,Real Part,2.8,dimensionless,None,None
Optical Properties,Transmission Depth,0.31,μm,None,None
Thermal Properties,Pulse Duration 100Ns,0.9,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,1.2,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,1.8,J/cm²,None,None
Thermal Properties,Decomposition Temperature,380,°C,None,None
Thermal Properties,Heat Affected Zone Depth,15,μm,None,None
Thermal Properties,Melting Point,890,°C,None,None
Thermal Properties,Specific Heat,460,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,6.5,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,2.2,mm²/s,None,None
Thermal Properties,Vaporization Temperature,2900,°C,None,None
Laser Parameters,Beam Profile,gaussian,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 1.5, 'min_j_cm2': 0.8, 'recommended_j_cm2': 1.1}",J/cm²,None,None
Laser Parameters,Overlap Percentage,50,%,None,None
Laser Parameters,Polarization,circular,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 200, 'min_ns': 10, 'recommended_ns': 50}",ns,None,None
Laser Parameters,Repetition Rate Khz,50,kHz,20,200
Laser Parameters,Safety Margin Factor,0.7,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.05,mm,0.03,0.1
Laser Parameters,Wavelength Preference,"1064, 532",nm,None,None
Removal Characteristics,Damage Risk To Substrate,medium,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,48,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,800,mm/s,None,None
Removal Characteristics,Diminishing Returns After,3,,None,None
Removal Characteristics,Optimal Passes,2,passes,None,None
Removal Characteristics,Single Pass,0.7,ratio,None,None
Removal Characteristics,Color Change,yes,,None,None
Removal Characteristics,Residual Stress,compressive,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
