Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Pollen Accumulation,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: pollen accumulation, laser cleaning, contamination, biological, contaminant removal",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Optical Properties,Wavelength 1064Nm,120,cm⁻¹,None,None
Optical Properties,Wavelength 355Nm,2800,cm⁻¹,None,None
Optical Properties,Wavelength 532Nm,450,cm⁻¹,None,None
Optical Properties,Wavelength 1064Nm,0.15,ratio,None,None
Optical Properties,Wavelength 355Nm,0.03,ratio,None,None
Optical Properties,Wavelength 532Nm,0.08,ratio,None,None
Optical Properties,Imaginary Part,0.012,dimensionless,None,None
Optical Properties,Real Part,1.48,dimensionless,None,None
Optical Properties,Transmission Depth,83,μm,None,None
Thermal Properties,Pulse Duration 100Ns,0.4,J/cm²,None,None
Thermal Properties,Pulse Duration 10Ns,0.25,J/cm²,None,None
Thermal Properties,Wavelength 1064Nm,0.3,J/cm²,None,None
Thermal Properties,Decomposition Temperature,250,°C,None,None
Thermal Properties,Heat Affected Zone Depth,5,μm,None,None
Thermal Properties,Melting Point,N/A,°C,None,None
Thermal Properties,Specific Heat,1500,J/(kg·K),None,None
Thermal Properties,Thermal Conductivity,0.15,W/(m·K),None,None
Thermal Properties,Thermal Diffusivity,0.1,mm²/s,None,None
Thermal Properties,Vaporization Temperature,180,°C,None,None
Laser Parameters,Beam Profile,gaussian,,None,None
Laser Parameters,Fluence Range,"{'max_j_cm2': 0.8, 'min_j_cm2': 0.2, 'recommended_j_cm2': 0.4}",J/cm²,None,None
Laser Parameters,Overlap Percentage,30,%,None,None
Laser Parameters,Polarization,any,,None,None
Laser Parameters,Pulse Duration Range,"{'max_ns': 100, 'min_ns': 10, 'recommended_ns': 30}",ns,None,None
Laser Parameters,Repetition Rate Khz,50,kHz,20,100
Laser Parameters,Safety Margin Factor,0.6,,None,None
Laser Parameters,Scan Speed Mm S,1000,mm/s,500,2000
Laser Parameters,Spot Size Mm,0.1,mm,0.05,0.2
Laser Parameters,Wavelength Preference,"355, 1064",nm,None,None
Removal Characteristics,Damage Risk To Substrate,low,,None,None
Removal Characteristics,Primary Mechanism,thermal_ablation,,None,None
Removal Characteristics,Area Coverage Rate Cm2 Min,240,cm²/min,None,None
Removal Characteristics,Typical Scan Speed Mm S,800,mm/s,None,None
Removal Characteristics,Diminishing Returns After,3,,None,None
Removal Characteristics,Optimal Passes,2,passes,None,None
Removal Characteristics,Single Pass,0.85,ratio,None,None
Removal Characteristics,Color Change,no,,None,None
Removal Characteristics,Residual Stress,none,,None,None
Removal Characteristics,Roughness Increase,minimal,,None,None
Compound,Name,Carbon Dioxide,,,
Compound,Formula,CO₂,,,
Compound,Name,Water Vapor,,,
Compound,Formula,H₂O,,,
Compound,Name,Carbon Ash,,,
Compound,Formula,C,,,
Compound,Name,Organic Residues,,,
Compound,Formula,CxHyOz,,,
