Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,37.3,GPa,,
Material Characteristics,oxidationResistance,1.16,dimensionless,,
Material Characteristics,density,6.773,g/cm³,,
Material Characteristics,hardness,26.0,HV,,
Material Characteristics,absorptivity,0.32,,,
Material Characteristics,boilingPoint,3512.0,K,,
Laser-Material Interaction,absorptivity,0.72,dimensionless,,
Laser-Material Interaction,thermalDestruction,1204.0,K,,
Laser-Material Interaction,specificHeat,195.2,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.72,dimensionless,,
Laser-Material Interaction,thermalConductivity,17.0,W/(m·K),,
Laser-Material Interaction,thermalExpansion,11.3,10^{-6} K^{-1},,
Laser-Material Interaction,ablationThreshold,2.85,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,63000000.0,m^{-1},,
Laser-Material Interaction,laserDamageThreshold,1.85,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.308e-05,m^2/s,,
