Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Palladium,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: palladium, laser cleaning, metal, non-ferrous, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Laserpower,90,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,500
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,9490000.0,S/m,None,None
Material Characteristics,Electricalresistivity,1.08e-07,Ω·m,None,None
Material Characteristics,Fracturetoughness,28.0,MPa√m,None,None
Material Characteristics,Surfaceroughness,0.025,μm,None,None
Material Characteristics,Youngsmodulus,121.0,GPa,None,None
Material Characteristics,Oxidationresistance,623.0,K,None,None
Material Characteristics,Density,12.023,g/cm³,None,None
Material Characteristics,Hardness,40.0,HV,None,None
Material Characteristics,Corrosionresistance,0.987,V,None,None
Material Characteristics,Compressivestrength,340.0,MPa,None,None
Material Characteristics,Flexuralstrength,250.0,MPa,None,None
Material Characteristics,Tensilestrength,124.0,MPa,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Absorptivity,0.042,dimensionless,None,None
Material Characteristics,Boilingpoint,3236.0,K,None,None
Material Characteristics,Absorptioncoefficient,84200000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,1828.0,K,None,None
Material Characteristics,Vaporpressure,3.02,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1828.0,K,None,None
Material Characteristics,Reflectivity,0.68,fraction,None,None
Material Characteristics,Thermalshockresistance,105.0,K,None,None
Material Characteristics,Laserdamagethreshold,1.05,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,52000000.0,m^-1,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.45,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.71,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,1828.05,K,None,None
Laser-Material Interaction,Thermalshockresistance,1.8,MPa·m^0.5,None,None
Laser-Material Interaction,Vaporpressure,1.33,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1828.0,K,None,None
Laser-Material Interaction,Specificheat,244.1,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.7,dimensionless (fraction),None,None
Laser-Material Interaction,Thermalconductivity,71.8,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.18e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.38,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,2.446e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.1,J/cm²,None,None
,Metric,1064,nm,None,None
