# Zirconia Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/ceramic/oxide/zirconia-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Zirconia Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/ceramic/oxide/zirconia-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Zirconia,,,,,Material name
Basic,Info,Category,ceramic,,,,,Material category
Basic,Info,Subcategory,oxide,,,,,Material subcategory
Basic,Info,Slug,zirconia-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Zirconia surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength with good absorption in Zirconia for efficient cleaning
Machine,Settings,spotSize,50,μm,0.1,500,,Optimal beam spot diameter for precision cleaning of Zirconia surfaces
Machine,Settings,repetitionRate,100,kHz,1,200,,High repetition rate for efficient cleaning coverage while maintaining thermal control
Machine,Settings,energyDensity,5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal from Zirconia
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal with minimal substrate damage
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of cleaning passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap percentage for uniform cleaning without excessive heat accumulation
Machine,Settings,power,150,W,50,500,,Typical range for industrial Nd:YAG laser cleaning of ceramics like Zirconia to remove contaminants without thermal damage; starting at 150 W for controlled ablation. Max safe ~500 W to avoid cracking due to low thermal conductivity. Source: IPG Photonics YLR series specs and study in Journal of Laser Applications (2018).
Machine,Settings,scan_speed,1000,mm/s,10,5000,,"Effective speeds for 1064 nm cleaning of Zirconia; slower for heavy contamination (200-800 mm/s), faster for light (1500-3000 mm/s) to minimize heat input. Recommended 1000 mm/s for balanced removal and surface integrity. Source: Industry standards from Laserax equipment manuals and Optics Express (2021)."
Machine,Settings,pulse_width,50,ns,0.1,1000,,Nanosecond regime preferred for industrial cleaning of Zirconia to balance efficiency and minimal HAZ; picosecond (ps) or femtosecond (fs) for ultra-precise but costlier applications. 50 ns recommended to limit thermal diffusion in low-conductivity Zirconia. Source: Laser physics review in Applied Surface Science (2019).
Machine,Settings,repetition_rate,40,kHz,1,200,,"Typical for pulsed cleaning; 40 kHz recommended for Zirconia to achieve fast processing without excessive heat accumulation, given its high melting point but low thermal conductivity. Higher rates (>80 kHz) risk overheating. Source: Academic literature in Journal of Applied Physics (2020)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for contaminant removal on Zirconia; damage threshold ~4 J/cm² at 1064 nm due to reflectivity and absorption properties. 1.5 J/cm² recommended for safe cleaning without substrate ablation. Source: Ablation threshold studies in Optics and Lasers in Engineering (2017).
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter for precise industrial cleaning; smaller (100-200 μm) for fine surface prep, larger (300-500 μm) for broad areas. 200 μm recommended for Zirconia to ensure uniform energy distribution and avoid localized overheating. Source: Manufacturer specs from Coherent and Trumpf laser systems."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy; 2 passes recommended for complete Zirconia cleaning while preserving integrity, based on iterative removal without cumulative damage. Source: Industry case studies in Surface and Coatings Technology (2022)."
Machine,Settings,overlap_ratio,70,%,10,90,,"Ensures uniform coverage in scan patterns; 70% recommended for Zirconia to achieve even cleaning without gaps or overexposure, optimizing for its brittle nature. Typical range 50-80% in pulsed laser processes. Source: Process optimization in International Journal of Advanced Manufacturing Technology (2019)."
Property,material_characteristics,youngsModulus,210,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,0,mg/(cm²·h),,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,5.68,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,13.2,GPa,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.0001,mm/year,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,2500,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,1000,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,350,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,fractureToughness,5.5,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,porosity,0.3,%,,,ai_research,Material property: porosity
Property,material_characteristics,electricalResistivity,1000000000000,Ω·m,,,ai_research,Material property: electricalResistivity
