Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.92,MPa√m,,
Material Characteristics,youngsModulus,45.0,GPa,,
Material Characteristics,oxidationResistance,0.002,mm/year,,
Material Characteristics,density,2750.0,kg/m³,,
Material Characteristics,hardness,3.5,Mohs,,
Material Characteristics,corrosionResistance,0.95,dimensionless,,
Material Characteristics,compressiveStrength,150.0,MPa,,
Material Characteristics,flexuralStrength,42.5,MPa,,
Material Characteristics,tensileStrength,14.0,MPa,,
Material Characteristics,porosity,0.8,%,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,100000,m⁻¹,10000,1000000
Laser-Material Interaction,laserDamageThreshold,8,J/cm²,5,15
Laser-Material Interaction,thermalShockResistance,2.5,MW/m,1,4
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,1300,K,1200,1500
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,1
Laser-Material Interaction,thermalDestruction,1273.0,K,,
Laser-Material Interaction,specificHeat,880.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.12,dimensionless,,
Laser-Material Interaction,thermalConductivity,2.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,8.5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.88,dimensionless (absorptivity at 1064 nm),,
Laser-Material Interaction,thermalDiffusivity,9.6e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
