Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Walnut,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: walnut, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,40,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,20,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,100,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,50,W,20,150
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,30,ns,0.1,1000
Machine Setting,Repetition Rate,40,kHz,1,200
Machine Setting,Energy Density,0.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Youngsmodulus,10.1,GPa,None,None
Material Characteristics,Oxidationresistance,573.0,K,None,None
Material Characteristics,Density,610.0,kg/m³,None,None
Material Characteristics,Hardness,4494.0,N,None,None
Material Characteristics,Corrosionresistance,0.72,dimensionless,None,None
Material Characteristics,Compressivestrength,52.2,MPa,None,None
Material Characteristics,Flexuralstrength,96.5,MPa,None,None
Material Characteristics,Tensilestrength,82.3,MPa,None,None
Material Characteristics,Fracturetoughness,0.38,MPa m^{1/2},None,None
Material Characteristics,Porosity,0.63,%,None,None
Material Characteristics,Laserdamagethreshold,4.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,3.5,J/cm²,1.0,10.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,Thermaldestructionpoint,523,K,473,673
Laser-Material Interaction,Vaporpressure,500,Pa,100,2000
Laser-Material Interaction,Thermaldestruction,623.0,K,None,None
Laser-Material Interaction,Specificheat,1380.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.085,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.15,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,3.5e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,420000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.3e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.12,J/cm²,None,None
,Metric,1064,nm,None,None
