Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,2.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,0.8,J/cm²,0.1,20.0
Machine Setting,Spot Size,300,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,0.22,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,10.3,GPa,None,None
Material Characteristics,Oxidationresistance,0.98,dimensionless (0-1 scale),None,None
Material Characteristics,Density,800.0,kg/m³,None,None
Material Characteristics,Hardness,2.0,Mohs,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless,None,None
Material Characteristics,Compressivestrength,5.2,MPa,None,None
Material Characteristics,Flexuralstrength,2.07,MPa,None,None
Material Characteristics,Tensilestrength,0.69,MPa,None,None
Material Characteristics,Laserdamagethreshold,0.65,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.2,dimensionless,0.1,0.4
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,Laserdamagethreshold,3,J/cm²,1,5
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.8,dimensionless,0.6,0.9
Laser-Material Interaction,Thermaldestructionpoint,450,K,400,500
Laser-Material Interaction,Vaporpressure,1000,Pa,100,5000
Laser-Material Interaction,Thermaldestruction,773.0,K,None,None
Laser-Material Interaction,Specificheat,1090.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.42,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,0.25,W/(m·K),None,None
Laser-Material Interaction,Thermalexpansion,1.4e-05,/K,None,None
Laser-Material Interaction,Laserabsorption,118000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,2.1e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.92,J/cm²,None,None
,Metric,1064,nm,None,None
