Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Indium Phosphide,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: indium phosphide, laser cleaning, semiconductor, compound, material properties",,,,,
# Last Modified: 2026-01-14,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,0.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,60,W,1.0,120
Machine Setting,Laserpoweralternative,30,W,10,100
Machine Setting,Frequency,20,kHz,1,200
Material Characteristics,Density,4.81,g/cm³,None,None
Material Characteristics,Porosity,0,%,None,None
Material Characteristics,Surfaceroughness,0.2,μm,None,None
Material Characteristics,Tensilestrength,41,MPa,None,None
Material Characteristics,Youngsmodulus,61,GPa,None,None
Material Characteristics,Hardness,0.8,GPa,None,None
Material Characteristics,Flexuralstrength,95,MPa,None,None
Material Characteristics,Oxidationresistance,5,μm/year,None,None
Material Characteristics,Corrosionresistance,0.65,mm/year,None,None
Material Characteristics,Compressivestrength,41,MPa,None,None
Material Characteristics,Fracturetoughness,4.5,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,10000000.0,Ω·m,None,None
Laser-Material Interaction,Thermaldestruction,1335,K,None,None
Laser-Material Interaction,Laserabsorption,0.3,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,1.5,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,0.72,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,4.5e-05,m²/s,None,None
Laser-Material Interaction,Thermalexpansion,4.56e-06,K^{-1},None,None
Laser-Material Interaction,Specificheat,310.0,J/(kg·K),None,None
Laser-Material Interaction,Thermalconductivity,68.0,W/m·K,None,None
Laser-Material Interaction,Laserreflectivity,0.28,dimensionless,None,None
,Metric,1064,nm,None,None
