Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.41,MPa·m^{1/2},,
Material Characteristics,youngsModulus,10.3,GPa,,
Material Characteristics,oxidationResistance,0.68,dimensionless (normalized resistance index),,
Material Characteristics,density,450.0,kg/m³,,
Material Characteristics,hardness,1690.0,N,,
Material Characteristics,corrosionResistance,0.35,normalized durability index (0-1),,
Material Characteristics,compressiveStrength,38.0,MPa,,
Material Characteristics,flexuralStrength,59.3,MPa,,
Material Characteristics,tensileStrength,100.0,MPa,,
Material Characteristics,porosity,0.75,,,
Material Characteristics,laserDamageThreshold,42000.0,J/m²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,25000,m⁻¹,10000,50000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,523,K,473,623
Laser-Material Interaction,vaporPressure,5,Pa,0.1,50
Laser-Material Interaction,thermalDestruction,596.0,K,,
Laser-Material Interaction,specificHeat,1300.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.38,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.13,W/m·K,,
Laser-Material Interaction,thermalExpansion,3.4e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.93,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.82e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.45,J/cm²,,
