Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Float Glass,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: float glass, laser cleaning, glass, soda-lime, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,300,μm,0.1,500
Machine Setting,Energydensity,0.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,500
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,100000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.75,MPa√m,None,None
Material Characteristics,Density,2500.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,1.0,dimensionless,None,None
Material Characteristics,Youngsmodulus,70.0,GPa,None,None
Material Characteristics,Hardness,5.5,GPa,None,None
Material Characteristics,Compressivestrength,1000.0,MPa,None,None
Material Characteristics,Tensilestrength,40.0,MPa,None,None
Material Characteristics,Flexuralstrength,50.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless,None,None
Material Characteristics,Laserdamagethreshold,15.0,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,20,m⁻¹,10,100
Laser-Material Interaction,Laserdamagethreshold,5,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,1,MW/m,0.5,2
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.05,0.1
Laser-Material Interaction,Thermaldestructionpoint,1700,K,1600,1800
Laser-Material Interaction,Vaporpressure,0.01,Pa,0.001,1
Laser-Material Interaction,Thermaldestruction,719.0,°C,None,None
Laser-Material Interaction,Laserreflectivity,0.04,dimensionless (fraction),None,None
Laser-Material Interaction,Thermalexpansion,9e-06,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,1.0,W/m·K,None,None
Laser-Material Interaction,Specificheat,837.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,10.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,4.7e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,4.2,J/cm²,None,None
,Metric,1064,nm,None,None
