Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Tungsten Carbide,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: tungsten carbide, laser cleaning, ceramic, carbide, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,150,W,50,500
Machine Setting,Scan Speed,2000,mm/s,10,5000
Machine Setting,Pulse Width,50,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,2,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,3,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Youngsmodulus,650.0,GPa,None,None
Material Characteristics,Oxidationresistance,1073.0,K,None,None
Material Characteristics,Density,15.63,g/cm³,None,None
Material Characteristics,Hardness,19.6,GPa,None,None
Material Characteristics,Corrosionresistance,520000.0,Ω·cm²,None,None
Material Characteristics,Compressivestrength,4200.0,MPa,None,None
Material Characteristics,Flexuralstrength,414.0,MPa,None,None
Material Characteristics,Tensilestrength,345.0,MPa,None,None
Material Characteristics,Fracturetoughness,5.3,MPa m^{1/2},None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Electricalresistivity,1.9e-07,Ω·m,None,None
Material Characteristics,Laserdamagethreshold,3.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,0.2,0.5
Laser-Material Interaction,Absorptioncoefficient,5000000.0,m⁻¹,100000.0,10000000.0
Laser-Material Interaction,Laserdamagethreshold,12,J/cm²,5,20
Laser-Material Interaction,Thermalshockresistance,2.5,MW/m,1.5,4
Laser-Material Interaction,Reflectivity,0.65,dimensionless,0.5,0.8
Laser-Material Interaction,Thermaldestructionpoint,3100,K,2800,3200
Laser-Material Interaction,Vaporpressure,1,Pa,0.1,10
Laser-Material Interaction,Thermaldestruction,3143.0,K,None,None
Laser-Material Interaction,Specificheat,210.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.68,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,84.0,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,4.7e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.37,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.92e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.5,J/cm²,None,None
,Metric,1064,nm,None,None
