Category,Property,Value,Unit,Min,Max
Material Characteristics,density,8550.0,kg/m³,,
Material Characteristics,oxidationResistance,-2.32,V,,
Material Characteristics,youngsModulus,28.0,GPa,,
Material Characteristics,hardness,0.41,GPa,,
Material Characteristics,boilingPoint,2840.0,K,,
Material Characteristics,absorptivity,0.28,dimensionless,,
Laser-Material Interaction,absorptivity,0.72,dimensionless,,
Laser-Material Interaction,thermalDestruction,1685.0,K,,
Laser-Material Interaction,laserReflectivity,0.925,dimensionless,,
Laser-Material Interaction,thermalExpansion,2.55e-05,K^{-1},,
Laser-Material Interaction,thermalConductivity,10.7,W/m·K,,
Laser-Material Interaction,specificHeat,171.5,J/(kg·K),,
Laser-Material Interaction,ablationThreshold,0.82,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,1250000.0,cm^{-1},,
Laser-Material Interaction,thermalDiffusivity,7.4e-06,m²/s,,
Laser-Material Interaction,laserDamageThreshold,0.42,J/cm²,,
