Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Ceramic Matrix Composites CMCs,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: ceramic matrix composites cmcs, laser cleaning, composite, fiber-reinforced, material properties",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,100,kHz,1,200
Machine Setting,Energydensity,5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,70,%,10,90
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,0.02,ohm-m,None,None
Material Characteristics,Fracturetoughness,25.0,MPa√m,None,None
Material Characteristics,Density,2.6,g/cm³,None,None
Material Characteristics,Oxidationresistance,1400.0,°C,None,None
Material Characteristics,Youngsmodulus,240.0,GPa,None,None
Material Characteristics,Hardness,20.5,GPa,None,None
Material Characteristics,Compressivestrength,420.0,MPa,None,None
Material Characteristics,Tensilestrength,310.0,MPa,None,None
Material Characteristics,Flexuralstrength,350.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.005,mm/year,None,None
Material Characteristics,Laserdamagethreshold,3.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.4,dimensionless,0.2,0.8
Laser-Material Interaction,Absorptioncoefficient,1000000,m⁻¹,100000,10000000
Laser-Material Interaction,Laserdamagethreshold,2,J/cm²,0.5,10
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,4
Laser-Material Interaction,Reflectivity,0.6,dimensionless,0.1,0.9
Laser-Material Interaction,Thermaldestructionpoint,1700,K,1400,2000
Laser-Material Interaction,Vaporpressure,10,Pa,0.1,1000
Laser-Material Interaction,Thermaldestruction,1473.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.36,,None,None
Laser-Material Interaction,Thermalexpansion,4.1e-06,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,2.8,W/m·K,None,None
Laser-Material Interaction,Specificheat,780.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.85,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,5.2e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,3.2,J/cm²,None,None
,Metric,1064,nm,None,None
