Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Granite,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: granite, laser cleaning, stone, igneous, material properties",,,,,
# Last Modified: 2026-01-09,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Energydensity,2,J/cm²,0.1,20.0
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,300
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Fracturetoughness,1.2,MPa√m,None,None
Material Characteristics,Youngsmodulus,50000000000.0,Pa,None,None
Material Characteristics,Oxidationresistance,0.98,dimensionless,None,None
Material Characteristics,Density,2700.0,kg/m³,None,None
Material Characteristics,Hardness,6.5,Mohs,None,None
Material Characteristics,Corrosionresistance,9.7,"dimensionless (corrosion resistance index, scale 0-10)",None,None
Material Characteristics,Compressivestrength,211.0,MPa,None,None
Material Characteristics,Flexuralstrength,15.0,MPa,None,None
Material Characteristics,Tensilestrength,10.5,MPa,None,None
Material Characteristics,Porosity,0.6,%,None,None
Material Characteristics,Laserdamagethreshold,2.5,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,Absorptioncoefficient,100000,m⁻¹,50000,200000
Laser-Material Interaction,Laserdamagethreshold,8,J/cm²,5,15
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,1,3
Laser-Material Interaction,Reflectivity,0.9,dimensionless,0.8,0.95
Laser-Material Interaction,Thermaldestructionpoint,1500,K,1400,1600
Laser-Material Interaction,Vaporpressure,1,Pa,0.1,10
Laser-Material Interaction,Thermaldestruction,773.0,K,None,None
Laser-Material Interaction,Specificheat,790.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.35,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,2.79,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,8e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.42,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.32e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.2,J/cm²,None,None
,Metric,1064,nm,None,None
