Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Stoneware,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: stoneware, laser cleaning, ceramic, oxide, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,500,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
Material Characteristics,Youngsmodulus,65.0,GPa,None,None
Material Characteristics,Oxidationresistance,1273.0,K,None,None
Material Characteristics,Density,2.4,g/cm³,None,None
Material Characteristics,Hardness,5.7,GPa,None,None
Material Characteristics,Corrosionresistance,0.98,dimensionless (fractional resistance),None,None
Material Characteristics,Compressivestrength,345.0,MPa,None,None
Material Characteristics,Flexuralstrength,55.0,MPa,None,None
Material Characteristics,Tensilestrength,35.0,MPa,None,None
Material Characteristics,Fracturetoughness,1.1,MPa·m^{1/2},None,None
Material Characteristics,Porosity,2.0,%,None,None
Material Characteristics,Electricalresistivity,100000000.0,Ω·m,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.8,dimensionless,0.6,0.95
Laser-Material Interaction,Absorptioncoefficient,1000000,m⁻¹,100000,10000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.8,2.5
Laser-Material Interaction,Reflectivity,0.2,dimensionless,0.05,0.4
Laser-Material Interaction,Thermaldestructionpoint,1500,K,1400,1600
Laser-Material Interaction,Vaporpressure,0.1,Pa,0.01,1.0
Laser-Material Interaction,Thermaldestruction,1473.0,K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.15,fraction,None,None
Laser-Material Interaction,Thermalconductivity,1.4,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,5.8e-06,/K,None,None
Laser-Material Interaction,Laserabsorption,0.82,,None,None
Laser-Material Interaction,Thermaldiffusivity,7.8e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
,Metric,1064,nm,None,None
