Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Power,200,W,50,1000
Machine Setting,Scan Speed,2000,mm/s,10,5000
Machine Setting,Pulse Width,50,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,3,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Density,8.00 g/cm³,,None,None
,Laser Absorption,0.35,,None,None
Material Characteristics,Youngsmodulus,193.0,GPa,None,None
Material Characteristics,Oxidationresistance,1173.0,K,None,None
Material Characteristics,Density,8000.0,kg/m³,None,None
Material Characteristics,Hardness,170.0,HV,None,None
Material Characteristics,Corrosionresistance,0.005,mm/year,None,None
Material Characteristics,Compressivestrength,215.0,MPa,None,None
Material Characteristics,Flexuralstrength,517.0,MPa,None,None
Material Characteristics,Tensilestrength,515.0,MPa,None,None
Material Characteristics,Fracturetoughness,200.0,MPa√m,None,None
Material Characteristics,Porosity,0.0,fraction,None,None
Material Characteristics,Electricalresistivity,7.2e-07,Ω·m,None,None
Material Characteristics,Absorptivity,0.35,dimensionless,None,None
Material Characteristics,Boilingpoint,3073.0,K,None,None
Material Characteristics,Absorptioncoefficient,45000000.0,m^{-1},None,None
Material Characteristics,Electricalconductivity,1400000.0,S/m,None,None
Material Characteristics,Meltingpoint,1425.0,°C,None,None
Material Characteristics,Vaporpressure,1000.0,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1698.0,K,None,None
Material Characteristics,Reflectivity,0.65,dimensionless (fraction),None,None
Material Characteristics,Thermalshockresistance,1770.0,W/m,None,None
Material Characteristics,Surfaceroughness,1.6,μm,None,None
Material Characteristics,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.4,dimensionless,0.3,0.5
Laser-Material Interaction,Absorptioncoefficient,50000000.0,m⁻¹,10000000.0,100000000.0
Laser-Material Interaction,Laserdamagethreshold,5,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,2.5,MW/m,1,5
Laser-Material Interaction,Reflectivity,0.6,dimensionless,0.5,0.7
Laser-Material Interaction,Thermaldestructionpoint,1700,K,1600,1800
Laser-Material Interaction,Vaporpressure,1,Pa,0.1,10
Laser-Material Interaction,Thermaldestruction,1673.0,K,None,None
Laser-Material Interaction,Specificheat,500.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.65,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,16.2,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,17.3,10^{-6} K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.35,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,4e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.5,J/cm²,None,None
,Metric,1064,nm,None,None
