Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,1000000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,2.5,MPa m^{1/2},,
Material Characteristics,youngsModulus,1.0,GPa,,
Material Characteristics,oxidationResistance,25.0,min,,
Material Characteristics,density,940.0,kg/m³,,
Material Characteristics,hardness,65.0,Shore D,,
Material Characteristics,corrosionResistance,0.98,,,
Material Characteristics,compressiveStrength,25.0,MPa,,
Material Characteristics,flexuralStrength,25.0,MPa,,
Material Characteristics,tensileStrength,25.0,MPa,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.7,dimensionless,0.5,0.9
Laser-Material Interaction,absorptionCoefficient,100000,m⁻¹,10000,1000000
Laser-Material Interaction,laserDamageThreshold,2.0,J/cm²,0.5,5.0
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,3.0
Laser-Material Interaction,reflectivity,0.05,dimensionless,0.02,0.1
Laser-Material Interaction,thermalDestructionPoint,673,K,600,800
Laser-Material Interaction,vaporPressure,0.1,Pa,0.001,10
Laser-Material Interaction,thermalDestruction,480.0,°C,,
Laser-Material Interaction,specificHeat,2300.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.042,1,,
Laser-Material Interaction,thermalConductivity,0.38,W/m·K,,
Laser-Material Interaction,thermalExpansion,0.00015,K^{-1},,
Laser-Material Interaction,laserAbsorption,50.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.6e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,0.28,J/cm²,,
