# Cement Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/masonry/general/cement-laser-cleaning
# Updated: 2025-12-21 | Version: 1.0
#
# Citation: Z-Beam (2025). Cement Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/masonry/general/cement-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Cement,,,,,Material name
Basic,Info,Category,masonry,,,,,Material category
Basic,Info,Subcategory,general,,,,,Material subcategory
Basic,Info,Slug,cement-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for cement surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for cement absorption and minimal substrate damage
Machine,Settings,spotSize,0.2,mm,0.1,500,,Beam spot diameter for effective cleaning resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for continuous cleaning coverage
Machine,Settings,energyDensity,3.2,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal from cement surfaces
Machine,Settings,pulseWidth,12,ns,0.1,1000,,Short pulse duration for efficient contaminant removal with minimal heat diffusion
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning efficiency
Machine,Settings,passCount,2,passes,1,10,,Number of cleaning passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage
Machine,Settings,power,100,W,50,500,,Typical range for industrial laser cleaning of cementitious materials like concrete to remove contaminants without thermal damage; starting at 100W balances efficiency and safety. Max safe below 500W to avoid cracking porous substrate. Source: Manufacturer specs from IPG Photonics YLR series for stone/concrete cleaning; academic paper by Marczak et al. (2012) on laser cleaning of historical concrete.
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for 1064 nm cleaning of cement; slower (500-1000 mm/s) for heavy contamination like oil/graffiti, faster (2000-3000 mm/s) for light dust. Recommended 1500 mm/s for optimal removal with minimal passes. Source: Industry standards from Laser Cleaning Europe guidelines; case studies in Journal of Cultural Heritage (2015) on concrete surface preparation."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for cement due to cost-effectiveness and sufficient ablation; picosecond (ps) or femtosecond reduces heat-affected zone (HAZ) but unnecessary for porous, low-conductivity cement. Recommended 20 ns minimizes thermal damage. Source: Laser physics research in Applied Surface Science (2018) by Anisimov et al. on pulse duration effects for dielectrics like cement."
Machine,Settings,repetition_rate,30,kHz,1,200,,Typical for pulsed cleaning to control heat accumulation in low-thermal-conductivity cement; higher rates (>50 kHz) speed up process but risk overheating/cracking. Recommended 30 kHz balances speed and safety. Source: Academic literature in Optics and Lasers in Engineering (2020) by Pou et al. on repetition rate trade-offs for stone materials.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for contaminant ablation on cement without substrate damage; damage threshold ~4 J/cm² for Portland cement due to high reflectivity (~30% at 1064 nm) and low melting point (~1200°C). Recommended 1.5 J/cm² for safe removal of surface layers. Source: Ablation threshold studies in Journal of Applied Physics (2016) by Colombier et al. on concrete-like materials.
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter for uniform cleaning; smaller (100-200 μm) for fine surface prep, larger (300-500 μm) for broad areas. Recommended 200 μm for cement to achieve good resolution on rough surfaces. Source: Equipment specifications from Adapt Laser Systems scanners for industrial cleaning; process studies in Lasers in Manufacturing (2019)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers on cement to avoid excessive energy input. Recommended 2 passes for complete removal with uniform results. Source: Industry practice from case studies in Construction and Building Materials (2017) on laser-prepared cement surfaces."
Machine,Settings,overlap_ratio,50,%,10,90,,"Ensures uniform coverage on irregular cement surfaces; 30-50% for large areas, 60-80% for detailed cleaning. Recommended 50% prevents gaps while minimizing overexposure. Source: Process optimization studies in Optics Express (2014) by Lorenz et al. on scan overlap for ablation uniformity."
