Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Gallium,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: gallium, laser cleaning, metal, specialty, material properties",,,,,
# Last Modified: 2025-12-29,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,45,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,1.2,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,15,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,50,W,20,150
Machine Setting,Scan Speed,1000,mm/s,10,5000
Machine Setting,Pulse Width,500,ns,0.1,1000
Machine Setting,Repetition Rate,20,kHz,1,200
Machine Setting,Energy Density,0.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,500,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50.0,%,10,90
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,6800000.0,S/m,None,None
Material Characteristics,Electricalresistivity,2.7e-07,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.65,MPa m^{1/2},None,None
Material Characteristics,Surfaceroughness,0.05,μm,None,None
Material Characteristics,Density,5.91,g/cm³,None,None
Material Characteristics,Oxidationresistance,1.35,dimensionless,None,None
Material Characteristics,Youngsmodulus,11.0,GPa,None,None
Material Characteristics,Hardness,80.0,MPa,None,None
Material Characteristics,Compressivestrength,21.0,MPa,None,None
Material Characteristics,Tensilestrength,16.0,MPa,None,None
Material Characteristics,Flexuralstrength,16.5,MPa,None,None
Material Characteristics,Corrosionresistance,0.002,mm/year,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Boilingpoint,2676.0,K,None,None
Material Characteristics,Absorptivity,0.34,dimensionless,None,None
Material Characteristics,Absorptioncoefficient,69500000.0,m^{-1},None,None
Material Characteristics,Reflectivity,0.71,dimensionless,None,None
Material Characteristics,Vaporpressure,0.0,Pa,None,None
Material Characteristics,Meltingpoint,302.9146,K,None,None
Material Characteristics,Thermaldestructionpoint,302.9146,K,None,None
Material Characteristics,Thermalshockresistance,160.0,K,None,None
Material Characteristics,Laserdamagethreshold,0.75,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,11200000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.42,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.15,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.71,dimensionless (ratio),None,None
Laser-Material Interaction,Thermaldestructionpoint,2477.0,K,None,None
Laser-Material Interaction,Thermalshockresistance,0.0021,MPa·m²/W,None,None
Laser-Material Interaction,Vaporpressure,1.33e-06,Pa,None,None
Laser-Material Interaction,Thermaldestruction,302.9146,K,None,None
Laser-Material Interaction,Laserreflectivity,0.72,,None,None
Laser-Material Interaction,Thermalexpansion,1.8e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,40.6,W/m·K,None,None
Laser-Material Interaction,Specificheat,371.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,78500000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.85e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.42,J/cm²,None,None
,Metric,1064,nm,None,None
