# Fiberglass Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/composite/fiber-reinforced/fiberglass-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Fiberglass Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/composite/fiber-reinforced/fiberglass-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Fiberglass,,,,,Material name
Basic,Info,Category,composite,,,,,Material category
Basic,Info,Subcategory,fiber-reinforced,,,,,Material subcategory
Basic,Info,Slug,fiberglass-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Fiberglass surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength for optimal Fiberglass absorption and minimal transmission
Machine,Settings,spotSize,50,μm,0.1,500,,Optimal spot diameter for precision cleaning resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,High repetition rate for efficient cleaning coverage
Machine,Settings,energyDensity,5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Scanning speed for efficient area coverage without thermal buildup
Machine,Settings,passCount,3,passes,1,10,,Number of cleaning passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage
Machine,Settings,dwellTime,100,μs,0.2,200,,Effective dwell time per spot for contaminant ablation
Machine,Settings,power,100,W,50,500,,Typical range for pulsed Nd:YAG lasers in composite cleaning to avoid thermal damage to polymer matrix; starting at 100W for light contamination (IPG Photonics specs for CL series cleaners; conservative for fiberglass melting point ~200-300°C).
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds balance removal efficiency and heat input; slower for heavy contamination (e.g., 500-1000 mm/s), faster for light (2000-3000 mm/s); recommended for uniform fiberglass surface prep (industry standards from Laserax and Adapt Laser manuals)."
Machine,Settings,pulse_width,30,ns,0.1,1000,,"Nanosecond regime preferred over ps/fs for cost-effective cleaning of organics on fiberglass; 30 ns minimizes HAZ in low-conductivity composites (laser physics studies in Optics & Lasers in Engineering, 2018, on polymer ablation)."
Machine,Settings,repetition_rate,50,kHz,1,200,,"Moderate rates prevent heat accumulation in thermally sensitive fiberglass; higher rates speed cleaning but risk delamination (trade-off noted in Applied Surface Science, 2020, for composite applications)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence below fiberglass damage threshold (~2-4 J/cm² for polymers, higher for glass fibers); safe for contaminant ablation without substrate melting (ablation studies in Journal of Applied Physics, 2019, on epoxy composites)."
Machine,Settings,spot_size,300,μm,0.1,500,,"Smaller spots for precision on fiberglass textures, larger for broad areas; 300 μm balances resolution and efficiency (equipment specs from Coherent and Trumpf laser cleaners for industrial surface prep)."
Machine,Settings,pass_count,2,passes,1,10,,"Multi-pass for layered contamination removal without excessive heat; 1-2 passes typical for light industrial cleaning on fiberglass (case studies in Composites Part B, 2021, on laser surface preparation)."
Machine,Settings,overlap_ratio,50,%,10,90,,"Ensures uniform coverage and avoids gaps/striping on uneven fiberglass surfaces; 50% optimal for energy overlap without redundancy (process optimization in International Journal of Advanced Manufacturing Technology, 2017)."
Property,material_characteristics,electricalResistivity,1000000000000,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,density,1800,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,oxidationResistance,0.0001,mg/cm²/year,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,youngsModulus,25,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,hardness,85,Shore D,,,ai_research,Material property: hardness
Property,material_characteristics,compressiveStrength,240,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,tensileStrength,620,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,flexuralStrength,200,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,corrosionResistance,0.95,dimensionless,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,laserDamageThreshold,1.8,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,1000000,m⁻¹,100000,10000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,3.5,J/cm²,1,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.5,MW/m,0.5,3,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.08,dimensionless,0.05,0.15,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,650,K,500,800,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,50,Pa,10,500,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,673,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserReflectivity,0.04,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalExpansion,0.000015,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,thermalConductivity,0.3,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,specificHeat,920,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserAbsorption,0.12,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,1.8e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.7,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Marine,,,,,Industry application
Application,Industries,Application 3,Automotive,,,,,Industry application
Application,Industries,Application 4,Wind Energy,,,,,Industry application
Application,Industries,Application 5,Electronics,,,,,Industry application
Application,Industries,Application 6,Construction,,,,,Industry application
Application,Industries,Application 7,Medical Equipment,,,,,Industry application
Application,Industries,Application 8,Cultural Heritage,,,,,Industry application
Application,Industries,Application 9,Chemical Processing,,,,,Industry application
Application,Industries,Application 10,Transportation,,,,,Industry application
