# Gallium Nitride Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/semiconductor/compound/gallium-nitride-laser-cleaning
# Updated: 2025-12-21 | Version: 1.0
#
# Citation: Z-Beam (2025). Gallium Nitride Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/semiconductor/compound/gallium-nitride-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Gallium Nitride,,,,,Material name
Basic,Info,Category,semiconductor,,,,,Material category
Basic,Info,Subcategory,compound,,,,,Material subcategory
Basic,Info,Slug,gallium-nitride-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,60,W,1,120,,Controlled power for precision semiconductor cleaning
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR for minimal lattice damage
Machine,Settings,spotSize,30,μm,0.1,500,,Small spot for high-precision cleaning
Machine,Settings,repetitionRate,30,kHz,1,200,,Moderate frequency for controlled removal
Machine,Settings,energyDensity,1.5,J/cm²,0.1,20,,Precision energy for contamination removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Ultra-short pulses for minimal thermal damage
Machine,Settings,scanSpeed,300,mm/s,10,5000,,Careful scanning for uniform treatment
Machine,Settings,passCount,3,passes,1,10,,Multiple passes for complete cleaning
Machine,Settings,overlapRatio,60,%,10,90,,High overlap for thorough coverage
Machine,Settings,power,50,W,10,200,,"Typical range for pulsed fiber lasers in semiconductor cleaning; starting at 50 W balances efficiency and safety for GaN's sensitivity to heat (thermal conductivity ~130 W/mK); max avoids melting point (~2500°C). Source: IPG Photonics specs for YLR series; extrapolated from GaN ablation studies (e.g., J. Appl. Phys. 2015)."
Machine,Settings,scan_speed,1000,mm/s,10,5000,,"Effective for light contaminants at higher speeds, slower for heavy; 1000 mm/s optimal for uniform GaN surface prep without overheating. Range from industry standards for 1064 nm cleaning. Source: Laserax equipment manuals; case studies on III-V semiconductors."
Machine,Settings,pulse_width,10,ps,0.1,1000,,Picosecond preferred over ns for minimal HAZ on reflective GaN (reflectivity ~40% at 1064 nm); avoids thermal accumulation. Femtosecond possible but less common industrially. Source: Laser physics research (Opt. Express 2018 on ultrashort pulse cleaning of nitrides).
Machine,Settings,repetition_rate,50,kHz,1,200,,"50 kHz balances speed and heat management for GaN; higher rates risk accumulation on low-absorptivity material, slower for precision. Trade-off: faster cleaning but potential thermal damage. Source: Academic literature (Appl. Surf. Sci. 2020 on pulsed laser cleaning of GaN)."
Machine,Settings,energy_density,0.5,J/cm²,0.1,20,,Below GaN damage threshold (~1-2 J/cm² at 1064 nm ns pulses) for safe contaminant removal; 0.5 J/cm² recommended for light industrial cleaning. Conservative for GaN's high melting point but low IR absorption. Source: Ablation threshold studies (J. Phys. D: Appl. Phys. 2017).
Machine,Settings,spot_size,200,μm,0.1,500,,"200 μm for fine GaN surface prep (e.g., LED substrates); smaller for detail, larger for area coverage. Matches typical Gaussian beam in cleaning heads. Source: Coherent and Trumpf equipment specifications for micro-cleaning."
Machine,Settings,pass_count,2,passes,1,10,,Multi-pass (2 recommended) for complete removal of heavy contaminants without single-pass overload on delicate GaN; single pass for light. Based on industrial practice for semiconductors. Source: Case studies in Surf. Coat. Technol. 2019.
Machine,Settings,overlap_ratio,60,%,10,90,,60% ensures uniform coverage on GaN without excessive energy overlap causing damage; typical range for pulsed scanning. Optimizes for even ablation of contaminants. Source: Process optimization studies (Opt. Lasers Eng. 2021).
