# Dolomite Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: https://www.z-beam.com/materials/stone/sedimentary/dolomite-laser-cleaning
# Updated: 2025-12-01 | Version: 1.0
#
# Citation: Z-Beam (2025). Dolomite Laser Cleaning Dataset. Retrieved from https://www.z-beam.com/materials/stone/sedimentary/dolomite-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Dolomite,,,,,Material name
Basic,Info,Category,stone,,,,,Material category
Basic,Info,Subcategory,sedimentary,,,,,Material subcategory
Basic,Info,Slug,dolomite-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,90,W,1,120,,Machine setting: powerRange
Machine,Settings,wavelength,1064,nm,355,10640,,Machine setting: wavelength
Machine,Settings,spotSize,80,μm,0.1,500,,Machine setting: spotSize
Machine,Settings,repetitionRate,40,kHz,1,200,,Machine setting: repetitionRate
Machine,Settings,energyDensity,2.2,J/cm²,0.1,20,,Machine setting: energyDensity
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Machine setting: pulseWidth
Machine,Settings,scanSpeed,400,mm/s,10,5000,,Machine setting: scanSpeed
Machine,Settings,passCount,2,passes,1,10,,Machine setting: passCount
Machine,Settings,overlapRatio,50,%,10,90,,Machine setting: overlapRatio
Property,material_characteristics,density,2.9,g/cm³,2.2,3045,,Material property: density
Property,material_characteristics,porosity,5,%,0,19.4,,Material property: porosity
Property,material_characteristics,surfaceRoughness,6,μm,,,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,90,MPa,1.4,15.7,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,65,GPa,9.8,7.9e+10,,Material property: youngsModulus
Property,material_characteristics,hardness,1.5,GPa,0.7,7.3,,Material property: hardness
Property,material_characteristics,flexuralStrength,140,MPa,2.2,36.6,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,6,μm/year,9.5e-05,1547,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.88,mm/year,6.6e-05,21,,Material property: corrosionResistance
Property,material_characteristics,thermalDestruction,1073,K,273,2300,,Material property: thermalDestruction
Property,material_characteristics,laserAbsorption,0.25,dimensionless,0.06,1.3e+06,,Material property: laserAbsorption
Property,material_characteristics,compressiveStrength,90,MPa,2.1,220,,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,5,MPa m^{1/2},0.13,2,,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,10000000000000,Ω·m,9.5,1000000000000000,,Material property: electricalResistivity
Property,material_characteristics,laserDamageThreshold,1.1,J/cm²,0.42,13.1,scientific_literature,Material property: laserDamageThreshold
Property,material_characteristics,ablationThreshold,1.2,J/cm²,0.65,6.3,scientific_literature,Material property: ablationThreshold
Property,material_characteristics,thermalDiffusivity,1.1e-06,m²/s,0,0.000002,scientific_literature,Material property: thermalDiffusivity
Property,material_characteristics,thermalExpansion,8.8e-06,K^{-1},0.000006,12,scientific_literature,Material property: thermalExpansion
Property,material_characteristics,specificHeat,880,J/(kg·K),400,1200,scientific_literature,Material property: specificHeat
Property,material_characteristics,thermalConductivity,2.8,W/m·K,0.2,8,scientific_literature,Material property: thermalConductivity
Property,material_characteristics,laserReflectivity,0.07,,0.03,0.44,scientific_literature,Material property: laserReflectivity
