Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Limestone,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: limestone, laser cleaning, stone, sedimentary, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,300,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Fracturetoughness,0.92,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,29000000000.0,Pa,None,None
Material Characteristics,Oxidationresistance,0.98,dimensionless (scale 0-1),None,None
Material Characteristics,Density,2710.0,kg/m³,None,None
Material Characteristics,Hardness,3.0,Mohs,None,None
Material Characteristics,Corrosionresistance,0.72,1,None,None
Material Characteristics,Compressivestrength,100.0,MPa,None,None
Material Characteristics,Flexuralstrength,10.3,MPa,None,None
Material Characteristics,Tensilestrength,7.5,MPa,None,None
Material Characteristics,Porosity,15.0,%,None,None
Material Characteristics,Laserdamagethreshold,1.1,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,5000,m⁻¹,1000,10000
Laser-Material Interaction,Laserdamagethreshold,5.0,J/cm²,2.0,10.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,Thermaldestructionpoint,1100,K,1000,1200
Laser-Material Interaction,Vaporpressure,100,Pa,10,1000
Laser-Material Interaction,Thermaldestruction,1173.0,K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.35,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,2.15,W/m/K,None,None
Laser-Material Interaction,Thermalexpansion,8e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.45,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.05e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.9,J/cm²,None,None
,Metric,1064,nm,None,None
