Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,1000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,1.8,MPa m^{1/2},,
Material Characteristics,youngsModulus,10.0,GPa,,
Material Characteristics,oxidationResistance,723.0,K,,
Material Characteristics,density,1.85,g/cm³,,
Material Characteristics,hardness,95.0,Rockwell M,,
Material Characteristics,corrosionResistance,0.95,dimensionless (normalized resistance index),,
Material Characteristics,compressiveStrength,241.0,MPa,,
Material Characteristics,flexuralStrength,140.0,MPa,,
Material Characteristics,tensileStrength,69.0,MPa,,
Material Characteristics,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,5000000.0,m⁻¹,1000000.0,10000000.0
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.8,3.0
Laser-Material Interaction,reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,thermalDestructionPoint,723,K,573,873
Laser-Material Interaction,vaporPressure,100,Pa,10,1000
Laser-Material Interaction,thermalDestruction,653.0,K,,
Laser-Material Interaction,specificHeat,1200.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.12,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.28,W/m·K,,
Laser-Material Interaction,thermalExpansion,2.2e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,25000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.53e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.3,J/cm²,,
