Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,11905000.0,S/m,,
Material Characteristics,electricalResistivity,8.37e-08,Ω·m,,
Material Characteristics,fractureToughness,2.3,MPa m^{1/2},,
Material Characteristics,surfaceRoughness,0.12,μm,,
Material Characteristics,youngsModulus,41.0,GPa,,
Material Characteristics,oxidationResistance,250.0,°C,,
Material Characteristics,density,7310.0,kg/m³,,
Material Characteristics,hardness,9.0,HV,,
Material Characteristics,corrosionResistance,0.0012,mm/year,,
Material Characteristics,compressiveStrength,24.5,MPa,,
Material Characteristics,flexuralStrength,24.8,MPa,,
Material Characteristics,tensileStrength,16.0,MPa,,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,absorptivity,0.046,dimensionless,,
Material Characteristics,boilingPoint,2345.0,K,,
Material Characteristics,absorptionCoefficient,75000000.0,m^{-1},,
Material Characteristics,meltingPoint,429.75,K,,
Material Characteristics,vaporPressure,4.31e-31,Pa,,
Material Characteristics,thermalDestructionPoint,429.75,K,,
Material Characteristics,reflectivity,0.92,dimensionless,,
Material Characteristics,thermalShockResistance,14.4,K,,
Material Characteristics,laserDamageThreshold,2500.0,J/m²,,
Laser-Material Interaction,absorptionCoefficient,12400000.0,m⁻¹,,
Laser-Material Interaction,absorptivity,0.35,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.15,J/cm²,,
Laser-Material Interaction,reflectivity,0.935,dimensionless (reflectance),,
Laser-Material Interaction,thermalDestructionPoint,429.75,K,,
Laser-Material Interaction,thermalShockResistance,0.0025,MPa·m¹/²,,
Laser-Material Interaction,vaporPressure,0.00133,Pa,,
Laser-Material Interaction,thermalDestruction,429.7485,K,,
Laser-Material Interaction,specificHeat,233.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.92,dimensionless,,
Laser-Material Interaction,thermalConductivity,81.8,W/m·K,,
Laser-Material Interaction,thermalExpansion,32.1,×10^{-6} K^{-1},,
Laser-Material Interaction,laserAbsorption,0.42,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,4.89e-05,m^2/s,,
Laser-Material Interaction,ablationThreshold,0.22,J/cm²,,
