Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,2000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,10.05,J/cm²,0.1,20.0
Machine Setting,Spot Size,250,μm,0.1,500
Machine Setting,Pass Count,5.5,passes,1,10
Machine Setting,Overlap Ratio,50.0,%,10,90
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,100000000000000.0,ohm-m,None,None
Material Characteristics,Fracturetoughness,1.2,MPa√m,None,None
Material Characteristics,Density,1800.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,310.0,°C,None,None
Material Characteristics,Youngsmodulus,25000000000.0,Pa,None,None
Material Characteristics,Hardness,85.0,Shore D,None,None
Material Characteristics,Compressivestrength,550.0,MPa,None,None
Material Characteristics,Tensilestrength,450.0,MPa,None,None
Material Characteristics,Flexuralstrength,420.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless,None,None
Material Characteristics,Laserdamagethreshold,2.3,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.25,dimensionless,0.1,0.5
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,200000
Laser-Material Interaction,Laserdamagethreshold,4.5,J/cm²,1.0,10.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.05,dimensionless,0.03,0.1
Laser-Material Interaction,Thermaldestructionpoint,600,K,500,700
Laser-Material Interaction,Vaporpressure,200,Pa,50,1000
Laser-Material Interaction,Thermaldestruction,623.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.05,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,2e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.35,W/(m·K),None,None
Laser-Material Interaction,Specificheat,1100.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,35000.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.15e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.2,J/cm²,None,None
,Metric,1064,nm,None,None
