Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Yttrium,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: yttrium, laser cleaning, rare-earth, scandium-group, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,5.1,J/cm²,0.3,6.12
Machine Setting,Energydensity,5.1,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,30,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,2000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,10.05,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
Material Characteristics,Youngsmodulus,41.2,GPa,None,None
Material Characteristics,Oxidationresistance,673.0,K,None,None
Material Characteristics,Density,4472.0,kg/m³,None,None
Material Characteristics,Hardness,0.26,GPa,None,None
Material Characteristics,Absorptivity,0.37,dimensionless,None,None
Material Characteristics,Boilingpoint,3611.0,K,None,None
Material Characteristics,Absorptioncoefficient,69000000.0,m^{-1},None,None
Material Characteristics,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,0.2,0.5
Laser-Material Interaction,Absorptioncoefficient,50000000.0,m⁻¹,10000000.0,100000000.0
Laser-Material Interaction,Laserdamagethreshold,5,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,2.5,MW/m,1.5,3.5
Laser-Material Interaction,Reflectivity,0.65,dimensionless,0.5,0.8
Laser-Material Interaction,Thermaldestructionpoint,1799,K,1795,1805
Laser-Material Interaction,Vaporpressure,0.1,Pa,0.01,1
Laser-Material Interaction,Thermaldestruction,1795.0,K,None,None
Laser-Material Interaction,Specificheat,300.8,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.92,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,17.2,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.06e-05,K^{-1},None,None
Laser-Material Interaction,Ablationthreshold,1.25,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,1.28e-05,m²/s,None,None
,Metric,1064,nm,None,None
