Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,5180000.0,S/m,,
Material Characteristics,electricalResistivity,1.93e-07,Ω·m,,
Material Characteristics,fractureToughness,4.5,MPa√m,,
Material Characteristics,surfaceRoughness,1.6,μm,,
Material Characteristics,youngsModulus,463.0,GPa,,
Material Characteristics,oxidationResistance,773.0,K,,
Material Characteristics,density,21.02,g/cm³,,
Material Characteristics,hardness,245.0,HV,,
Material Characteristics,corrosionResistance,0.96,dimensionless,,
Material Characteristics,compressiveStrength,980.0,MPa,,
Material Characteristics,flexuralStrength,1034.0,MPa,,
Material Characteristics,tensileStrength,1138.0,MPa,,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,absorptivity,0.35,dimensionless,,
Material Characteristics,boilingPoint,5869.0,K,,
Material Characteristics,absorptionCoefficient,36200000.0,m^{-1},,
Material Characteristics,meltingPoint,3453.0,K,,
Material Characteristics,vaporPressure,0.051,Pa,,
Material Characteristics,thermalDestructionPoint,3459.0,K,,
Material Characteristics,reflectivity,0.68,,,
Material Characteristics,thermalShockResistance,244.0,K,,
Material Characteristics,laserDamageThreshold,4.1,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,0.42,1,,
Laser-Material Interaction,absorptivity,0.42,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,reflectivity,0.85,dimensionless (reflectance),,
Laser-Material Interaction,thermalDestructionPoint,3453.0,K,,
Laser-Material Interaction,thermalShockResistance,1.8,MPa·m^0.5,,
Laser-Material Interaction,vaporPressure,1.33e-07,Pa,,
Laser-Material Interaction,thermalDestruction,3459.0,K,,
Laser-Material Interaction,specificHeat,133.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.62,dimensionless,,
Laser-Material Interaction,thermalConductivity,48.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,4.5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.38,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.72e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,2.8,J/cm²,,
