Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Inconel,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: inconel, laser cleaning, metal, specialty, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,50,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,20,500
Machine Setting,Frequency,100,kHz,1,200
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,971000.0,S/m,None,None
Material Characteristics,Electricalresistivity,1.03e-06,Ω·m,None,None
Material Characteristics,Fracturetoughness,95.0,MPa m^{1/2},None,None
Material Characteristics,Surfaceroughness,1.6,μm,None,None
Material Characteristics,Youngsmodulus,205.0,GPa,None,None
Material Characteristics,Oxidationresistance,1177.0,°C,None,None
Material Characteristics,Density,8430.0,kg/m³,None,None
Material Characteristics,Hardness,170.0,HV,None,None
Material Characteristics,Corrosionresistance,0.005,mm/year,None,None
Material Characteristics,Compressivestrength,1172.0,MPa,None,None
Material Characteristics,Flexuralstrength,1310.0,MPa,None,None
Material Characteristics,Tensilestrength,620.0,MPa,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Absorptivity,0.35,dimensionless,None,None
Material Characteristics,Boilingpoint,3000.0,K,None,None
Material Characteristics,Absorptioncoefficient,42000000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,1320.0,°C,None,None
Material Characteristics,Vaporpressure,0.0,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1563.0,K,None,None
Material Characteristics,Reflectivity,0.65,%,None,None
Material Characteristics,Thermalshockresistance,270.0,K,None,None
Material Characteristics,Laserdamagethreshold,2.8,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,3800000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.37,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.62,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,1623.0,K,None,None
Laser-Material Interaction,Thermalshockresistance,275.0,°C,None,None
Laser-Material Interaction,Vaporpressure,1.33e-07,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1627.0,K,None,None
Laser-Material Interaction,Specificheat,444.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.65,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,14.9,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.29e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.35,,None,None
Laser-Material Interaction,Thermaldiffusivity,3.2e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.1,J/cm²,None,None
,Metric,1064,nm,None,None
