# Rosewood Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/rosewood-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Rosewood Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/rosewood-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Rosewood,,,,,Material name
Basic,Info,Category,wood,,,,,Material category
Basic,Info,Subcategory,hardwood,,,,,Material subcategory
Basic,Info,Slug,rosewood-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,45,W,1,120,,Optimal average power for Rosewood surface cleaning without charring
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength for optimal absorption in Rosewood lignin and cellulose
Machine,Settings,spotSize,80,μm,0.1,500,,Beam spot diameter for precise cleaning control
Machine,Settings,repetitionRate,20,kHz,1,200,,Optimal repetition rate for efficient cleaning with thermal management
Machine,Settings,energyDensity,4.5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal without substrate damage
Machine,Settings,pulseWidth,100,ns,0.1,1000,,Nanosecond pulse duration for controlled material removal
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform surface treatment
Machine,Settings,passCount,2,passes,1,10,,Recommended number of passes for complete surface cleaning
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage
Machine,Settings,dwellTime,0.2,ms,0.2,200,,Optimal dwell time per spot for effective material interaction
Machine,Settings,power,30,W,10,100,,"Typical range for delicate wood cleaning to avoid thermal damage; starting at 30W balances efficiency and safety for rosewood's low thermal conductivity (~0.15 W/mK). Source: Adapted from wood restoration studies using Nd:YAG lasers (e.g., Journal of Cultural Heritage, 2015)."
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Slower speeds for light contamination (e.g., dust) to prevent overheating; faster for heavy buildup but riskier on rosewood. Recommended 500 mm/s for optimal contaminant removal without substrate ablation. Source: Industry manuals for IPG Photonics cleaners."
Machine,Settings,pulse_width,15,ns,0.1,1000,,"Nanosecond regime preferred for industrial cleaning to minimize heat-affected zone (HAZ) on organic materials like rosewood; picosecond/femtosecond for ultra-precision but costlier. 15 ns balances ablation and thermal control. Source: Laser physics reviews (Optics & Lasers in Engineering, 2018)."
Machine,Settings,repetition_rate,20,kHz,1,200,,"Lower rates reduce heat accumulation in low-conductivity rosewood; higher rates speed up cleaning but increase burn risk. 20 kHz recommended for effective pulsed cleaning. Source: Academic literature on wood laser ablation (Applied Surface Science, 2020)."
Machine,Settings,energy_density,1,J/cm²,0.1,20,,"Fluence below rosewood damage threshold (~3 J/cm² at 1064 nm) for safe contaminant removal; conservative for reflectivity (~10-20% at NIR). Source: Ablation threshold studies on hardwoods (Journal of Applied Physics, 2017)."
Machine,Settings,spot_size,300,μm,0.1,500,,"Smaller spots for fine surface preparation on detailed rosewood; larger for broad areas. 300 μm recommended for uniform cleaning without excessive heat concentration. Source: Manufacturer specs (e.g., Laserax equipment for organics)."
Machine,Settings,pass_count,2,passes,1,10,,"Multi-pass for layered contamination on rosewood to ensure complete removal without single-pass overload; 2 passes typical for industrial prep. Source: Case studies in laser cleaning of cultural artifacts (Studies in Conservation, 2019)."
Machine,Settings,overlap_ratio,70,%,10,90,,"Higher overlap ensures uniform coverage and prevents streaking on irregular wood surfaces; 70% optimal for rosewood to minimize passes while avoiding overlap-induced damage. Source: Process optimization in laser scanning (Procedia Manufacturing, 2021)."
Property,material_characteristics,fractureToughness,0.42,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,11,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,0.82,dimensionless,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,910,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,12000,N,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,1,durability_class,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,53.1,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,110,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,128,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0.38,,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,0.28,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
