Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,210.0,GPa,,
Material Characteristics,oxidationResistance,0.0,mg/(cm²·h),,
Material Characteristics,corrosionResistance,1.2e-08,kg/m²·s,,
Material Characteristics,fractureToughness,5.7,MPa m^{1/2},,
Material Characteristics,porosity,0.5,%,,
Material Characteristics,electricalResistivity,1000000000000.0,Ω·m,,
Material Characteristics,compressiveStrength,2000.0,MPa,,
Material Characteristics,density,6.0,g/cm³,,
Material Characteristics,hardness,12.5,GPa,,
Material Characteristics,tensileStrength,250.0,MPa,,
Material Characteristics,flexuralStrength,1050.0,MPa,,
Laser-Material Interaction,thermalDiffusivity,9.14e-07,m²/s,,
Laser-Material Interaction,thermalConductivity,2.0,W/m·K,,
Laser-Material Interaction,ablationThreshold,2.1,J/cm²,,
Laser-Material Interaction,thermalExpansion,10.5,10^{-6} K^{-1},,
Laser-Material Interaction,laserAbsorption,0.15,dimensionless (absorptivity),,
Laser-Material Interaction,laserDamageThreshold,12.5,J/cm²,,
Laser-Material Interaction,specificHeat,480.0,J/(kg·K),,
Laser-Material Interaction,thermalDestruction,2923.0,K,,
Laser-Material Interaction,laserReflectivity,0.28,,,
