Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Titanium Alloy (Ti-6Al-4V),,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: titanium alloy (ti-6al-4v), laser cleaning, metal, alloy, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.0,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,300
Machine Setting,Frequency,30,kHz,1,200
Material Characteristics,Density,4.43,g/cm³,None,None
Material Characteristics,Porosity,0,%,None,None
Material Characteristics,Surfaceroughness,0.8,μm,None,None
Material Characteristics,Tensilestrength,900,MPa,None,None
Material Characteristics,Youngsmodulus,113.8,GPa,None,None
Material Characteristics,Hardness,3.5,GPa,None,None
Material Characteristics,Flexuralstrength,950,MPa,None,None
Material Characteristics,Oxidationresistance,7,μm/year,None,None
Material Characteristics,Corrosionresistance,0.85,mm/year,None,None
Material Characteristics,Compressivestrength,900,MPa,None,None
Material Characteristics,Fracturetoughness,110,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,1.68e-07,Ω·m,None,None
Material Characteristics,Electricalconductivity,581000.0,S/m,None,None
Material Characteristics,Boilingpoint,3588.0,K,None,None
Material Characteristics,Meltingpoint,1632.0,°C,None,None
Laser-Material Interaction,Thermaldiffusivity,0.289,×10^{-5} m²/s,0.06,174
Laser-Material Interaction,Thermaldestruction,1933,K,None,None
Laser-Material Interaction,Laserabsorption,0.45,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,1.05,J/cm²,None,None
Laser-Material Interaction,Thermalexpansion,8.6e-06,K^{-1},None,None
Laser-Material Interaction,Specificheat,523.0,J/(kg·K),None,None
Laser-Material Interaction,Thermalconductivity,6.7,W/m·K,None,None
Laser-Material Interaction,Laserreflectivity,0.65,dimensionless (fraction),None,None
Laser-Material Interaction,Vaporpressure,3.8,Pa,None,None
Laser-Material Interaction,Thermaldestructionpoint,1660.0,°C,None,None
Laser-Material Interaction,Absorptioncoefficient,50000000.0,m^{-1},None,None
Laser-Material Interaction,Thermalshockresistance,637.0,K,None,None
Laser-Material Interaction,Reflectivity,0.4,fraction,None,None
Laser-Material Interaction,Absorptivity,0.36,dimensionless,None,None
,Metric,1064,nm,None,None
