Category,Property,Value,Unit,Min,Max
Material Characteristics,density,2.85,g/cm³,,
Material Characteristics,porosity,5,%,,
Material Characteristics,surfaceRoughness,6,μm,,
Material Characteristics,tensileStrength,90,MPa,,
Material Characteristics,youngsModulus,65,GPa,,
Material Characteristics,hardness,1.5,GPa,,
Material Characteristics,flexuralStrength,140,MPa,,
Material Characteristics,oxidationResistance,6,μm/year,,
Material Characteristics,corrosionResistance,0.88,mm/year,,
Material Characteristics,compressiveStrength,90,MPa,,
Material Characteristics,fractureToughness,5,MPa m^{1/2},,
Material Characteristics,electricalResistivity,10000000000000.0,Ω·m,,
Laser-Material Interaction,thermalDestruction,1073,K,,
Laser-Material Interaction,laserAbsorption,0.25,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,1.15,J/cm²,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.14e-06,m²/s,,
Laser-Material Interaction,thermalExpansion,8.8e-06,K^{-1},,
Laser-Material Interaction,specificHeat,880.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,2.8,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.067,,,
