Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,25.0,MPa,,
Material Characteristics,oxidationResistance,1800.0,s,,
Material Characteristics,density,1.05,g/cm³,,
Material Characteristics,hardness,70.0,Shore A,,
Material Characteristics,corrosionResistance,0.92,dimensionless (normalized resistance scale 0-1),,
Material Characteristics,compressiveStrength,18.5,MPa,,
Material Characteristics,flexuralStrength,12.5,MPa,,
Material Characteristics,tensileStrength,18.5,MPa,,
Material Characteristics,fractureToughness,3.2,MPa m^{1/2},,
Material Characteristics,electricalResistivity,1000000000000.0,Ω·m,,
Material Characteristics,laserDamageThreshold,0.28,J/cm²,,
Laser-Material Interaction,absorptivity,0.6,dimensionless,0.4,0.8
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,2.0,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,0.8,MW/m,0.5,1.5
Laser-Material Interaction,reflectivity,0.3,dimensionless,0.1,0.5
Laser-Material Interaction,thermalDestructionPoint,523,K,473,573
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,0.1
Laser-Material Interaction,thermalDestruction,623.0,K,,
Laser-Material Interaction,specificHeat,1800.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.06,,,
Laser-Material Interaction,thermalConductivity,0.2,W/m·K,,
Laser-Material Interaction,thermalExpansion,0.00018,1/K,,
Laser-Material Interaction,laserAbsorption,0.87,dimensionless (absorptivity),,
Laser-Material Interaction,thermalDiffusivity,1.05e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,0.75,J/cm²,,
