Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,10.2,GPa,,
Material Characteristics,oxidationResistance,0.72,dimensionless (relative resistance index),,
Material Characteristics,density,420.0,kg/m³,,
Material Characteristics,hardness,430.0,lbf,,
Material Characteristics,corrosionResistance,0.2,dimensionless (durability class normalized 0-1),,
Material Characteristics,compressiveStrength,35.0,MPa,,
Material Characteristics,flexuralStrength,46.9,MPa,,
Material Characteristics,tensileStrength,92.4,MPa,,
Material Characteristics,fractureToughness,0.32,MPa·m^{1/2},,
Material Characteristics,porosity,0.75,fraction,,
Material Characteristics,laserDamageThreshold,1.42,J/cm²,,
Laser-Material Interaction,absorptivity,0.9,dimensionless,0.8,0.95
Laser-Material Interaction,absorptionCoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,2.0
Laser-Material Interaction,reflectivity,0.08,dimensionless,0.05,0.15
Laser-Material Interaction,thermalDestructionPoint,600,K,500,700
Laser-Material Interaction,vaporPressure,10,Pa,1,100
Laser-Material Interaction,thermalDestruction,623.0,K,,
Laser-Material Interaction,specificHeat,1460.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.12,fraction,,
Laser-Material Interaction,thermalConductivity,0.14,W/m·K,,
Laser-Material Interaction,thermalExpansion,4.5e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.92,dimensionless (absorptivity),,
Laser-Material Interaction,thermalDiffusivity,1.52e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.15,J/cm²,,
