Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,1.05,MPa m^{1/2},,
Material Characteristics,density,2650.0,kg/m³,,
Material Characteristics,oxidationResistance,0.96,dimensionless (scale 0-1),,
Material Characteristics,youngsModulus,15000000000.0,Pa,,
Material Characteristics,hardness,6.5,Mohs,,
Material Characteristics,compressiveStrength,124.0,MPa,,
Material Characteristics,tensileStrength,4.8,MPa,,
Material Characteristics,flexuralStrength,8.27,MPa,,
Material Characteristics,corrosionResistance,0.92,dimensionless (normalized resistance index),,
Material Characteristics,porosity,4.2,%,,
Material Characteristics,laserDamageThreshold,0.85,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,1000000,m⁻¹,100000,10000000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,2.0,MW/m,1.0,3.0
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,1273,K,1073,1473
Laser-Material Interaction,vaporPressure,1.0,Pa,0.1,10.0
Laser-Material Interaction,thermalDestruction,950.0,°C,,
Laser-Material Interaction,laserReflectivity,0.32,,,
Laser-Material Interaction,thermalExpansion,8.5e-06,K^{-1},,
Laser-Material Interaction,thermalConductivity,1.7,W/m·K,,
Laser-Material Interaction,specificHeat,920.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.68,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.25e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,0.85,J/cm²,,
