Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,10.1,GPa,,
Material Characteristics,oxidationResistance,573.0,K,,
Material Characteristics,density,610.0,kg/m³,,
Material Characteristics,hardness,4494.0,N,,
Material Characteristics,corrosionResistance,0.72,dimensionless,,
Material Characteristics,compressiveStrength,52.2,MPa,,
Material Characteristics,flexuralStrength,96.5,MPa,,
Material Characteristics,tensileStrength,82.3,MPa,,
Material Characteristics,fractureToughness,0.38,MPa m^{1/2},,
Material Characteristics,porosity,0.63,,,
Material Characteristics,laserDamageThreshold,4.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,3.5,J/cm²,1.0,10.0
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,523,K,473,673
Laser-Material Interaction,vaporPressure,500,Pa,100,2000
Laser-Material Interaction,thermalDestruction,623.0,K,,
Laser-Material Interaction,specificHeat,1380.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.085,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.15,W/m·K,,
Laser-Material Interaction,thermalExpansion,3.5e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,420000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.3e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.12,J/cm²,,
