Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,100000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,2.3,MPa m^{1/2},,
Material Characteristics,youngsModulus,2.3,GPa,,
Material Characteristics,oxidationResistance,18.0,vol% O2,,
Material Characteristics,density,1.2,g/cm³,,
Material Characteristics,hardness,118.0,Rockwell R,,
Material Characteristics,corrosionResistance,0.93,,,
Material Characteristics,compressiveStrength,86.0,MPa,,
Material Characteristics,flexuralStrength,83.0,MPa,,
Material Characteristics,tensileStrength,66.0,MPa,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,absorptionCoefficient,2000,m⁻¹,1000,5000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,0.8,MW/m,0.5,1.5
Laser-Material Interaction,reflectivity,0.05,dimensionless,0.04,0.06
Laser-Material Interaction,thermalDestructionPoint,673,K,600,700
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,0.1
Laser-Material Interaction,thermalDestruction,460.0,°C,,
Laser-Material Interaction,specificHeat,1170.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.051,,,
Laser-Material Interaction,thermalConductivity,0.2,W/m·K,,
Laser-Material Interaction,thermalExpansion,6.8e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,94000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.17e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,0.25,J/cm²,,
