Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,45,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,20,kHz,1,200
Machine Setting,Energydensity,4.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,100,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,0.2,ms,0.2,200
Machine Setting,Power,30,W,10,100
Machine Setting,Scan Speed,500,mm/s,10,5000
Machine Setting,Pulse Width,15,ns,0.1,1000
Machine Setting,Repetition Rate,20,kHz,1,200
Machine Setting,Energy Density,1.0,J/cm²,0.1,20.0
Machine Setting,Spot Size,300,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,70,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,0.42,MPa√m,None,None
Material Characteristics,Youngsmodulus,11.0,GPa,None,None
Material Characteristics,Oxidationresistance,0.82,dimensionless,None,None
Material Characteristics,Density,910.0,kg/m³,None,None
Material Characteristics,Hardness,12000.0,N,None,None
Material Characteristics,Corrosionresistance,1.0,durability_class,None,None
Material Characteristics,Compressivestrength,53.1,MPa,None,None
Material Characteristics,Flexuralstrength,110.0,MPa,None,None
Material Characteristics,Tensilestrength,128.0,MPa,None,None
Material Characteristics,Porosity,0.38,,None,None
Material Characteristics,Laserdamagethreshold,0.28,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,Thermaldestructionpoint,550,K,500,600
Laser-Material Interaction,Vaporpressure,50,Pa,10,100
Laser-Material Interaction,Thermaldestruction,553.0,K,None,None
Laser-Material Interaction,Specificheat,1450.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.072,dimensionless (fraction),None,None
Laser-Material Interaction,Thermalconductivity,0.17,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,4.2e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.94,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.25e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.85,J/cm²,None,None
,Metric,1064,nm,None,None
