# Silicon Carbide (SiC) Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/ceramic/carbide/silicon-carbide-sic-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Silicon Carbide (SiC) Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/ceramic/carbide/silicon-carbide-sic-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Silicon Carbide (SiC),,,,,Material name
Basic,Info,Category,ceramic,,,,,Material category
Basic,Info,Subcategory,carbide,,,,,Material subcategory
Basic,Info,Slug,silicon-carbide-sic-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for SiC surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for optimal SiC absorption and minimal substrate damage
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning with adequate energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Minimum fluence required for effective contaminant removal from SiC surface
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for efficient contaminant removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal buildup
Machine,Settings,power,300,W,50,2000,,Typical range for industrial 1064 nm fiber lasers used in ceramic cleaning; starting at 300 W balances efficiency and safety for SiC's high thermal conductivity (~120 W/m·K) to prevent overheating. Max avoids substrate ablation. Source: IPG Photonics YLR series specs and study in Optics and Lasers in Engineering (2018) on SiC surface preparation.
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective range for contaminant removal without excessive heat buildup; 2000 mm/s recommended for light oils/greases on SiC, slower (500-1000 mm/s) for heavy rust. Higher speeds for large areas. Source: Industry standards from Laserax cleaning systems manuals and Journal of Cleaner Production (2020) case study on ceramics."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred for cost-effective cleaning of SiC; 20 ns minimizes heat-affected zone (HAZ <10 μm) due to SiC's high melting point (~2700°C) and reflectivity (~40% at 1064 nm). Picosecond (ps) for ultra-precision but less common industrially. Source: Laser physics research in Applied Surface Science (2019) on pulsed laser ablation of SiC.
Machine,Settings,repetition_rate,50,kHz,1,200,,Standard for 1064 nm cleaning to achieve uniform energy delivery; 50 kHz recommended for SiC to balance speed and limit heat accumulation (trade-off: higher rates increase throughput but risk thermal stress). Source: Academic literature in Optics Express (2017) on repetition rate effects in ceramic laser processing.
Machine,Settings,energy_density,2,J/cm²,0.1,20,,"Fluence range for safe contaminant ablation; SiC damage threshold ~6-10 J/cm² at 1064 nm, so 2 J/cm² recommended for removal of oxides/particles without substrate etching. Conservative for SiC's robustness. Source: Ablation threshold studies in Journal of Applied Physics (2021) and SPIE Proceedings on laser cleaning of semiconductors."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter range for focused cleaning; 200 μm recommended for SiC surface preparation to ensure precision on fine features while covering larger areas efficiently. Smaller for detail work, larger for broad decontamination. Source: Equipment specs from Coherent and Trumpf laser cleaning heads."
Machine,Settings,pass_count,2,passes,1,10,,Typically 1-3 passes for complete removal of light contaminants on SiC; multi-pass (2 recommended) for layered/heavy buildup to avoid single-pass overload and damage. Single pass viable for thin films. Source: Industry practice in Laser Cleaning Handbook (2022) and case studies on ceramic substrates in Materials Science and Engineering: A (2016).
Machine,Settings,overlap_ratio,60,%,10,90,,Ensures uniform coverage without gaps or over-ablation; 60% recommended for SiC to optimize energy distribution and minimize uneven heating given its thermal properties. Higher (70-80%) for heavy contamination. Source: Process optimization studies in International Journal of Advanced Manufacturing Technology (2019) on scan strategies for laser cleaning.
Property,material_characteristics,electricalResistivity,0.0003,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,4.6,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,450,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,1600,°C,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,3.21,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,27.5,GPa,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,1000000,Ω·cm²,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,3900,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,450,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,414,MPa,,,ai_research,Material property: tensileStrength
Property,laser_material_interaction,porosity,0.005,dimensionless,0,0.05,ai_research,Material property: porosity
Property,laser_material_interaction,ablationThreshold,3,J/cm²,2,5,ai_research,Material property: ablationThreshold
Property,laser_material_interaction,thermalDestruction,3103,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,671,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.204,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,370,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.000004,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.8,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.00012,m^2/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,laserDamageThreshold,25.3,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Application,Industries,Application 1,Semiconductor Manufacturing,,,,,Industry application
Application,Industries,Application 2,Aerospace,,,,,Industry application
Application,Industries,Application 3,Automotive,,,,,Industry application
Application,Industries,Application 4,Power Electronics,,,,,Industry application
Application,Industries,Application 5,Medical Devices,,,,,Industry application
Application,Industries,Application 6,Research and Development,,,,,Industry application
Application,Industries,Application 7,Renewable Energy,,,,,Industry application
Application,Industries,Application 8,Defense Systems,,,,,Industry application
Application,Industries,Application 9,Industrial Manufacturing,,,,,Industry application
Application,Industries,Application 10,Optics and Photonics,,,,,Industry application
