Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,1000000000000.0,ohm m,,
Material Characteristics,fractureToughness,0.75,MPa√m,,
Material Characteristics,youngsModulus,70.0,GPa,,
Material Characteristics,oxidationResistance,0.98,dimensionless,,
Material Characteristics,density,2.42,g/cm³,,
Material Characteristics,hardness,6.2,GPa,,
Material Characteristics,corrosionResistance,5e-08,mol/m²/s,,
Material Characteristics,compressiveStrength,700.0,MPa,,
Material Characteristics,flexuralStrength,700.0,MPa,,
Material Characteristics,tensileStrength,900.0,MPa,,
Material Characteristics,laserDamageThreshold,11.3,J/cm²,,
Laser-Material Interaction,absorptivity,0.1,dimensionless,0.05,0.15
Laser-Material Interaction,absorptionCoefficient,2000,m⁻¹,1000,5000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1,MW/m,0.5,1.5
Laser-Material Interaction,reflectivity,0.08,dimensionless,0.05,0.1
Laser-Material Interaction,thermalDestructionPoint,1073,K,1000,1200
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,1
Laser-Material Interaction,thermalDestruction,1743.0,K,,
Laser-Material Interaction,specificHeat,840.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.0415,,,
Laser-Material Interaction,thermalConductivity,1.05,W/m·K,,
Laser-Material Interaction,thermalExpansion,9e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,10.5,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,5.81e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,3.2,J/cm²,,
