Category,Property,Value,Unit,Min,Max
Machine Setting,Powerrange,90,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,40,kHz,1,200
Machine Setting,Energydensity,2.2,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,400,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,200,W,50,1000
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,2,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Density,2.7,g/cm³,None,None
Material Characteristics,Porosity,3,%,None,None
Material Characteristics,Surfaceroughness,8,μm,None,None
Material Characteristics,Tensilestrength,120,MPa,None,None
Material Characteristics,Youngsmodulus,50,GPa,None,None
Material Characteristics,Hardness,1.8,GPa,None,None
Material Characteristics,Flexuralstrength,180,MPa,None,None
Material Characteristics,Oxidationresistance,8,μm/year,None,None
Material Characteristics,Corrosionresistance,0.85,mm/year,None,None
Material Characteristics,Compressivestrength,120,MPa,None,None
Material Characteristics,Fracturetoughness,6,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Laser-Material Interaction,Thermaldestruction,1273,K,None,None
Laser-Material Interaction,Laserabsorption,0.3,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,2.3,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,1.3e-06,m²/s,None,None
Laser-Material Interaction,Thermalexpansion,9.2e-06,K^{-1},None,None
Laser-Material Interaction,Specificheat,840.0,J/(kg·K),None,None
Laser-Material Interaction,Thermalconductivity,2.3,W/m·K,None,None
Laser-Material Interaction,Laserreflectivity,0.12,,None,None
,Metric,1064,nm,None,None
