Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,100000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,2.8,MPa m^{1/2},,
Material Characteristics,youngsModulus,1.5,GPa,,
Material Characteristics,oxidationResistance,30.0,minutes,,
Material Characteristics,density,0.907,g/cm³,,
Material Characteristics,hardness,75.0,Shore D,,
Material Characteristics,corrosionResistance,0.95,dimensionless (resistance index),,
Material Characteristics,compressiveStrength,40.0,MPa,,
Material Characteristics,flexuralStrength,41.0,MPa,,
Material Characteristics,tensileStrength,33.0,MPa,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.9,dimensionless,0.85,0.95
Laser-Material Interaction,absorptionCoefficient,200000,m⁻¹,100000,300000
Laser-Material Interaction,laserDamageThreshold,2,J/cm²,1,3
Laser-Material Interaction,thermalShockResistance,1,MW/m,0.5,1.5
Laser-Material Interaction,reflectivity,0.05,dimensionless,0.03,0.07
Laser-Material Interaction,thermalDestructionPoint,650,K,600,700
Laser-Material Interaction,vaporPressure,100,Pa,10,1000
Laser-Material Interaction,thermalDestruction,683.0,K,,
Laser-Material Interaction,specificHeat,1920.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.039,fraction,,
Laser-Material Interaction,thermalConductivity,0.17,W/m·K,,
Laser-Material Interaction,thermalExpansion,0.00015,K^{-1},,
Laser-Material Interaction,laserAbsorption,120.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,9.78e-08,m²/s,,
Laser-Material Interaction,ablationThreshold,0.28,J/cm²,,
