Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Aluminum Bronze,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: aluminum bronze, laser cleaning, metal, alloy, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,50,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,50,kHz,1,200
Material Characteristics,Density,7.8,g/cm³,None,None
Material Characteristics,Porosity,0,%,None,None
Material Characteristics,Surfaceroughness,1.2,μm,None,None
Material Characteristics,Tensilestrength,655,MPa,None,None
Material Characteristics,Youngsmodulus,120,GPa,None,None
Material Characteristics,Hardness,2.5,GPa,None,None
Material Characteristics,Flexuralstrength,680,MPa,None,None
Material Characteristics,Oxidationresistance,6,μm/year,None,None
Material Characteristics,Corrosionresistance,0.65,mm/year,None,None
Material Characteristics,Compressivestrength,655,MPa,None,None
Material Characteristics,Fracturetoughness,90,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,1.2e-07,Ω·m,None,None
Material Characteristics,Electricalconductivity,4060000.0,S/m,None,None
Material Characteristics,Boilingpoint,2673.0,K,None,None
Material Characteristics,Meltingpoint,1045.0,°C,None,None
Laser-Material Interaction,Thermaldestruction,1323,K,None,None
Laser-Material Interaction,Laserabsorption,0.28,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,1.78e-05,m^2/s,None,None
Laser-Material Interaction,Thermalexpansion,1.62e-05,10^{-6}/K,None,None
Laser-Material Interaction,Specificheat,380.0,J/kg·K,None,None
Laser-Material Interaction,Thermalconductivity,59.0,W/m·K,None,None
Laser-Material Interaction,Laserreflectivity,0.88,%,None,None
Laser-Material Interaction,Vaporpressure,1.2e-08,Pa,None,None
Laser-Material Interaction,Thermaldestructionpoint,1038.0,°C,None,None
Laser-Material Interaction,Absorptioncoefficient,48000000.0,m^{-1},None,None
Laser-Material Interaction,Thermalshockresistance,210.0,°C,None,None
Laser-Material Interaction,Reflectivity,0.68,,None,None
Laser-Material Interaction,Absorptivity,0.072,dimensionless,None,None
,Metric,1064,nm,None,None
