Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Terracotta,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: terracotta, laser cleaning, masonry, concrete, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.0,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,15,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,70,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,20,200
Machine Setting,Frequency,20,kHz,1,200
Material Characteristics,Youngsmodulus,15.0,GPa,None,None
Material Characteristics,Oxidationresistance,0.96,"dimensionless (scale 0-1, 1=excellent resistance)",None,None
Material Characteristics,Density,2100.0,kg/m³,None,None
Material Characteristics,Hardness,2.5,Mohs,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless (normalized resistance index),None,None
Material Characteristics,Compressivestrength,14.5,MPa,None,None
Material Characteristics,Flexuralstrength,7.5,MPa,None,None
Material Characteristics,Tensilestrength,3.5,MPa,None,None
Material Characteristics,Fracturetoughness,1.2,MPa m^{1/2},None,None
Material Characteristics,Laserdamagethreshold,0.42,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.75,dimensionless,0.6,0.9
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,3,J/cm²,1,10
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.25,dimensionless,0.1,0.4
Laser-Material Interaction,Thermaldestructionpoint,1473,K,1273,1673
Laser-Material Interaction,Vaporpressure,0.01,Pa,0.001,1
Laser-Material Interaction,Thermaldestruction,923.0,K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.24,%,None,None
Laser-Material Interaction,Thermalconductivity,0.93,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,6.5e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.72,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,4.08e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.45,J/cm²,None,None
,Metric,1064,nm,None,None
