Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.39,MPa√m,,
Material Characteristics,corrosionResistance,0.25,dimensionless (durability index),,
Material Characteristics,flexuralStrength,100.0,MPa,,
Material Characteristics,oxidationResistance,19.7,vol% O2,,
Material Characteristics,porosity,0.59,fraction,,
Material Characteristics,tensileStrength,100.0,MPa,,
Material Characteristics,compressiveStrength,40.0,MPa,,
Material Characteristics,youngsModulus,11.4,GPa,,
Material Characteristics,density,720.0,kg/m³,,
Material Characteristics,hardness,5782.0,N,,
Material Characteristics,laserDamageThreshold,14.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,1000000,m⁻¹,500000,2000000
Laser-Material Interaction,laserDamageThreshold,1.5,J/cm²,0.5,3.0
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.8,2.0
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,523,K,473,573
Laser-Material Interaction,vaporPressure,1000,Pa,100,5000
Laser-Material Interaction,laserReflectivity,0.42,dimensionless,,
Laser-Material Interaction,thermalDestruction,573.0,K,,
Laser-Material Interaction,thermalExpansion,4e-05,K^{-1},,
Laser-Material Interaction,specificHeat,1380.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,31000.0,m^{-1},,
Laser-Material Interaction,thermalConductivity,0.17,W/m·K,,
Laser-Material Interaction,thermalDiffusivity,1.63e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.3,J/cm²,,
