Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.35,MPa m^{0.5},,
Material Characteristics,density,650.0,kg/m³,,
Material Characteristics,oxidationResistance,0.72,1,,
Material Characteristics,youngsModulus,13.9,GPa,,
Material Characteristics,hardness,1260.0,lbf,,
Material Characteristics,compressiveStrength,42.1,MPa,,
Material Characteristics,tensileStrength,130.0,MPa,,
Material Characteristics,flexuralStrength,96.0,MPa,,
Material Characteristics,corrosionResistance,0.25,dimensionless (normalized durability index 0-1),,
Material Characteristics,porosity,0.587,,,
Material Characteristics,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.8,0.92
Laser-Material Interaction,absorptionCoefficient,400000,m⁻¹,300000,500000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.5,4.0
Laser-Material Interaction,thermalShockResistance,0.8,MW/m,0.5,1.2
Laser-Material Interaction,reflectivity,0.12,dimensionless,0.08,0.18
Laser-Material Interaction,thermalDestructionPoint,573,K,523,623
Laser-Material Interaction,vaporPressure,500,Pa,100,1000
Laser-Material Interaction,thermalDestruction,563.0,K,,
Laser-Material Interaction,laserReflectivity,0.12,dimensionless,,
Laser-Material Interaction,thermalExpansion,2.7e-05,K^{-1},,
Laser-Material Interaction,thermalConductivity,0.163,W/m·K,,
Laser-Material Interaction,specificHeat,1380.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,35000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.3e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
