Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Molybdenum,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: molybdenum, laser cleaning, metal, non-ferrous, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,30,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,300
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,18700000.0,S/m,None,None
Material Characteristics,Electricalresistivity,5.2e-08,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.9,MPa m^{1/2},None,None
Material Characteristics,Surfaceroughness,0.8,μm,None,None
Material Characteristics,Youngsmodulus,329.0,GPa,None,None
Material Characteristics,Oxidationresistance,723.0,K,None,None
Material Characteristics,Density,10.28,g/cm³,None,None
Material Characteristics,Hardness,150.0,HV,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless (corrosion resistance index),None,None
Material Characteristics,Compressivestrength,830.0,MPa,None,None
Material Characteristics,Flexuralstrength,690.0,MPa,None,None
Material Characteristics,Tensilestrength,690.0,MPa,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Absorptivity,0.4,dimensionless,None,None
Material Characteristics,Boilingpoint,4912.0,K,None,None
Material Characteristics,Absorptioncoefficient,72300000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,2896.0,K,None,None
Material Characteristics,Vaporpressure,101325.0,Pa,None,None
Material Characteristics,Thermaldestructionpoint,2896.0,K,None,None
Material Characteristics,Reflectivity,0.55,dimensionless,None,None
Material Characteristics,Thermalshockresistance,402000.0,K,None,None
Material Characteristics,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,42000000.0,m^-1,None,None
Laser-Material Interaction,Absorptivity,0.41,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.45,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.57,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,2896.0,K,None,None
Laser-Material Interaction,Thermalshockresistance,515.0,W/m,None,None
Laser-Material Interaction,Vaporpressure,1.33e-07,Pa,None,None
Laser-Material Interaction,Thermaldestruction,2896.0,K,None,None
Laser-Material Interaction,Specificheat,251.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.61,fraction,None,None
Laser-Material Interaction,Thermalconductivity,138.0,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,4.8e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.43,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,5.38e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
,Metric,1064,nm,None,None
