Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.78,MPa m^{1/2},,
Material Characteristics,youngsModulus,78.0,GPa,,
Material Characteristics,oxidationResistance,1.0,dimensionless (resistance index),,
Material Characteristics,density,2.65,g/cm³,,
Material Characteristics,hardness,7.0,Mohs,,
Material Characteristics,corrosionResistance,0.96,dimensionless,,
Material Characteristics,compressiveStrength,85.0,MPa,,
Material Characteristics,flexuralStrength,12.5,MPa,,
Material Characteristics,tensileStrength,12.5,MPa,,
Material Characteristics,porosity,0.4,%,,
Material Characteristics,laserDamageThreshold,0.75,J/cm²,,
Laser-Material Interaction,absorptivity,0.2,dimensionless,0.1,0.3
Laser-Material Interaction,absorptionCoefficient,100,m⁻¹,10,1000
Laser-Material Interaction,laserDamageThreshold,8,J/cm²,5,15
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,1,2
Laser-Material Interaction,reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,thermalDestructionPoint,1983,K,1500,2000
Laser-Material Interaction,vaporPressure,0.001,Pa,0.001,0.1
Laser-Material Interaction,thermalDestruction,1983.0,K,,
Laser-Material Interaction,specificHeat,740.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.035,dimensionless,,
Laser-Material Interaction,thermalConductivity,2.04,W/m·K,,
Laser-Material Interaction,thermalExpansion,1.2e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.32,,,
Laser-Material Interaction,thermalDiffusivity,1.05e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,4.2,J/cm²,,
