# Polyester Resin Composites Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/composite/fiber-reinforced/polyester-resin-composites-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Polyester Resin Composites Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/composite/fiber-reinforced/polyester-resin-composites-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Polyester Resin Composites,,,,,Material name
Basic,Info,Category,composite,,,,,Material category
Basic,Info,Subcategory,fiber-reinforced,,,,,Material subcategory
Basic,Info,Slug,polyester-resin-composites-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,90,W,1,120,,Optimal average power for polyester resin composite cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimal for polyester resin composite processing
Machine,Settings,spotSize,80,μm,0.1,500,,Optimal beam spot diameter for precision cleaning
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for continuous cleaning process
Machine,Settings,pulseWidth,15,ns,0.1,1000,,Optimal pulse duration for efficient material removal with minimal heat affected zone
Machine,Settings,scanSpeed,800,mm/s,10,5000,,Optimal scanning speed for efficient coverage and material removal
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap percentage for uniform cleaning
Machine,Settings,fluence,3,J/cm²,3,5,,Energy density threshold for effective Polyester Resin Composites cleaning - Energy density threshold for composite material cleaning considering matrix and reinforcement properties
Machine,Settings,power,100,W,20,500,,Typical range for industrial 1064 nm laser cleaning of polymer composites to balance efficiency and heat input; starting at 100 W avoids thermal damage to polyester's low melting point (~260°C). Max safe ~300 W at high speeds to prevent substrate ablation. Source: Laserax manufacturer specs and studies in Optics and Lasers in Engineering (2018) on composite surface prep.
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective range for contamination removal; slower (500-1000 mm/s) for heavy contaminants like oils, faster (2000-5000 mm/s) for light dust. Recommended 2000 mm/s for optimal cleaning without overheating polyester's low thermal conductivity (~0.2 W/m·K). Source: IPG Photonics equipment manuals and Journal of Cleaner Production (2020) case studies on polymer composites."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime (5-100 ns) preferred over ps/fs for cost-effective 1064 nm cleaning of composites; 20 ns minimizes heat-affected zone (HAZ <50 μm) by reducing thermal diffusion in polyester. Ps/fs (e.g., <1 ps) for ultra-precise but less common industrially. Source: Laser physics research in Applied Surface Science (2019) on polymer ablation thresholds."
Machine,Settings,repetition_rate,30,kHz,1,200,,Typical 10-100 kHz for pulsed cleaning; 30 kHz recommended for polyester composites to achieve fast coverage while limiting heat accumulation (trade-off: higher rates speed up process but risk melting if >50 kHz without high speed). Source: Academic literature in Lasers in Manufacturing and Materials Processing (2021) on fiber-reinforced polymers.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for safe ablation of contaminants; damage threshold for polyester composites ~3-5 J/cm² due to reflectivity (~5-10% at 1064 nm) and low thermal conductivity. Recommended 1.5 J/cm² for effective cleaning without substrate damage. Source: Ablation threshold studies in Composites Part B: Engineering (2017) and SPIE proceedings on laser cleaning.
Machine,Settings,spot_size,200,μm,0.1,500,,"Typical beam diameter for industrial cleaning; 100-200 μm for fine surface prep on composites, 300-500 μm for large areas. 200 μm recommended for polyester to ensure uniform energy distribution and avoid localized overheating. Source: Coherent Inc. equipment specifications and industry standards from Laser Institute of America."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers; 2 passes recommended for complete removal on polyester composites without excessive heat buildup. Source: Industry practice in case studies from Journal of Materials Processing Technology (2022) on resin composite cleaning."
Machine,Settings,overlap_ratio,50,%,10,90,,30-80% ensures uniform coverage; 50% recommended for polyester to balance efficiency and avoid uneven heating or missed spots during scan. Higher overlap (70-80%) for heavy contamination. Source: Process optimization studies in Optics & Laser Technology (2019) on polymer surface treatment.
Property,material_characteristics,electricalResistivity,10000000000,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,2.4,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,18.5,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,210,°C,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,1.5,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,50,Barcol,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.92,dimensionless,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,250,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,220,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,70,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,laserDamageThreshold,1.8,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.25,dimensionless,0.05,0.5,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,500000,m⁻¹,10000,1000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,3,J/cm²,0.5,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.5,MW/m,0.5,3,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.7,dimensionless,0.4,0.9,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,673,K,600,750,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,50,Pa,0.1,1000,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,673,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,1170,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.06,fraction,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,0.35,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.000025,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.12,,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,1.1e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.2,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Automotive,,,,,Industry application
Application,Industries,Application 3,Marine,,,,,Industry application
Application,Industries,Application 4,Wind Energy,,,,,Industry application
Application,Industries,Application 5,Construction,,,,,Industry application
Application,Industries,Application 6,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 7,Medical Equipment,,,,,Industry application
Application,Industries,Application 8,Cultural Heritage,,,,,Industry application
Application,Industries,Application 9,Rail Transportation,,,,,Industry application
Application,Industries,Application 10,Sports Equipment,,,,,Industry application
