Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Alabaster,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: alabaster, laser cleaning, stone, sedimentary, material properties",,,,,
# Last Modified: 2026-01-06,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,45,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,1.2,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,15,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,50,W,20,150
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,0.8,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Fracturetoughness,0.22,MPa√m,None,None
Material Characteristics,Density,2.32,g/cm³,None,None
Material Characteristics,Oxidationresistance,0.98,dimensionless (normalized scale 0-1),None,None
Material Characteristics,Youngsmodulus,12.5,GPa,None,None
Material Characteristics,Hardness,2.0,Mohs,None,None
Material Characteristics,Compressivestrength,15.0,MPa,None,None
Material Characteristics,Tensilestrength,1.5,MPa,None,None
Material Characteristics,Flexuralstrength,3.45,MPa,None,None
Material Characteristics,Corrosionresistance,0.4,dimensionless,None,None
Material Characteristics,Porosity,2.1,%,None,None
Material Characteristics,Laserdamagethreshold,0.85,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.15,dimensionless,0.05,0.25
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.8,1.8
Laser-Material Interaction,Reflectivity,0.85,dimensionless,0.75,0.95
Laser-Material Interaction,Thermaldestructionpoint,650,K,400,900
Laser-Material Interaction,Vaporpressure,150,Pa,10,1000
Laser-Material Interaction,Thermaldestruction,423.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.42,%,None,None
Laser-Material Interaction,Thermalexpansion,1.4e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.86,W/(m·K),None,None
Laser-Material Interaction,Specificheat,1090.0,J/kg·K,None,None
Laser-Material Interaction,Laserabsorption,2500.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.82e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.75,J/cm²,None,None
,Metric,1064,nm,None,None
