# Hastelloy Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/specialty/hastelloy-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Hastelloy Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/specialty/hastelloy-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Hastelloy,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,specialty,,,,,Material subcategory
Basic,Info,Slug,hastelloy-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Hastelloy surface cleaning without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Hastelloy absorption and minimal reflectivity
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning with adequate energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for continuous cleaning coverage with thermal management
Machine,Settings,energyDensity,5.1,J/cm²,0.1,20,,Fluence level sufficient for contaminant removal while preserving Hastelloy substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for efficient contaminant removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for efficient area coverage with effective cleaning
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal accumulation
Machine,Settings,dwellTime,100,μs,0.2,200,,Optimal dwell time per spot for effective cleaning with thermal control
Machine,Settings,power,200,W,50,1000,,"Typical range for industrial cleaning of nickel-based superalloys like Hastelloy to remove contaminants without ablation; starting at 200W balances efficiency and safety to avoid thermal damage given Hastelloy's high melting point (~1350°C). Max limited to prevent substrate melting at high fluences. Source: Manufacturer specs from IPG Photonics pulsed fiber lasers for metal cleaning; academic review in 'Laser Cleaning of Metals' (Optics & Lasers in Engineering, 2018)."
Machine,Settings,scan_speed,1000,mm/s,10,5000,,"Range for effective contaminant removal on reflective metals; slower speeds (200-800 mm/s) for heavy oxidation, faster (1000-3000 mm/s) for light surface prep. Recommended 1000 mm/s optimizes cleaning rate while minimizing heat input due to Hastelloy's thermal conductivity (~12 W/mK). Source: Industry standards from Laser CleanTech manuals; case studies in Journal of Laser Applications (2020) on superalloy surface preparation."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime (5-200 ns) preferred for cost-effective cleaning; picosecond (ps) or femtosecond (fs) for ultra-low HAZ but less common industrially. 20 ns recommended for Hastelloy to limit thermal diffusion while ablating contaminants, reducing risk of microcracks in high-strength alloy. Source: Laser physics research in Applied Surface Science (2019) on pulse duration effects for Ni-superalloys; avoids fs due to high reflectivity at 1064 nm."
Machine,Settings,repetition_rate,50,kHz,1,200,,Typical 10-200 kHz for pulsed cleaning; higher rates speed up process but increase heat accumulation on reflective Hastelloy (reflectivity ~65% at 1064 nm). 50 kHz balances speed and thermal management for contamination removal. Trade-off: >100 kHz risks overheating. Source: Academic literature in Optics Express (2017) on repetition rate optimization for metal cleaning; fiber laser specs from Coherent Inc.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for safe cleaning of superalloys; below damage threshold (~4-5 J/cm² for Hastelloy due to high thermal stability). 1.5 J/cm² recommended for effective contaminant vaporization without substrate ablation. Conservative to account for reflectivity reducing absorption. Source: Ablation threshold studies in Journal of Applied Physics (2021) on Ni-based alloys; experimental data from laser cleaning of Inconel/Hastelloy analogs.
Machine,Settings,spot_size,200,μm,0.1,500,,"Typical beam diameters for industrial cleaning; smaller (50-150 μm) for fine details, larger (200-500 μm) for broad surface prep on Hastelloy parts. 200 μm recommended for uniform energy distribution and efficiency on curved or large areas. Source: Equipment specifications from Adapt Laser Systems scanners; process guidelines in Industrial Laser Solutions (2019) for alloy cleaning."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy oxide or paint removal on Hastelloy. 2 passes recommended for complete cleaning while preserving surface integrity, allowing incremental fluence buildup. Source: Industry practice from case studies in Surface and Coatings Technology (2022) on superalloy prep; CleanLaser application notes for aerospace alloys."
Machine,Settings,overlap_ratio,60,%,10,90,,Typical 30-80% for uniform coverage without gaps or overexposure; 60% recommended for Hastelloy to ensure even cleaning on irregular surfaces while minimizing total energy input and heat buildup. Higher overlap for heavy contamination. Source: Process optimization studies in Lasers in Manufacturing and Materials Processing (2020); scanning system manuals from Scanlab for metal applications.
Property,material_characteristics,electricalConductivity,800000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,0.0000013,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,55,MPa m^{1/2},,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,1.6,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,205,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,1477,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,8.89,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,92,HRB,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,450000,ohm·cm²,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,345,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,827,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,690,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,fraction,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.35,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,3003,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,1200000,cm^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,1623,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0.00133,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,1347.5,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.65,dimensionless (fraction),,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,185000,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,1.2,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,3800000,m⁻¹,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.42,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,2.8,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.62,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1623,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,325,°C,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,1.33e-7,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,1621,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,544,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.68,fraction,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,9.8,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000112,/K,,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.32,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.00000288,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.15,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Chemical Processing,,,,,Industry application
Application,Industries,Application 3,Marine,,,,,Industry application
Application,Industries,Application 4,Nuclear,,,,,Industry application
Application,Industries,Application 5,Oil & Gas,,,,,Industry application
Application,Industries,Application 6,Pharmaceutical,,,,,Industry application
Application,Industries,Application 7,Pollution Control,,,,,Industry application
Application,Industries,Application 8,Pulp and Paper,,,,,Industry application
