Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.42,MPa√m,,
Material Characteristics,youngsModulus,11.0,GPa,,
Material Characteristics,oxidationResistance,0.82,dimensionless,,
Material Characteristics,density,910.0,kg/m³,,
Material Characteristics,hardness,12000.0,N,,
Material Characteristics,corrosionResistance,1.0,durability_class,,
Material Characteristics,compressiveStrength,53.1,MPa,,
Material Characteristics,flexuralStrength,110.0,MPa,,
Material Characteristics,tensileStrength,128.0,MPa,,
Material Characteristics,porosity,0.38,,,
Material Characteristics,laserDamageThreshold,0.28,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,thermalDestructionPoint,550,K,500,600
Laser-Material Interaction,vaporPressure,50,Pa,10,100
Laser-Material Interaction,thermalDestruction,553.0,K,,
Laser-Material Interaction,specificHeat,1450.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.072,dimensionless (fraction),,
Laser-Material Interaction,thermalConductivity,0.17,W/m·K,,
Laser-Material Interaction,thermalExpansion,4.2e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.94,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.25e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.85,J/cm²,,
