# Steel Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/ferrous/steel-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Steel Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/ferrous/steel-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Steel,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,ferrous,,,,,Material subcategory
Basic,Info,Slug,steel-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Steel surface cleaning and oxide removal
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength with good absorption in Steel oxides and contaminants
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for balanced cleaning efficiency and coverage area
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,energyDensity,5,J/cm²,0.1,20,,Fluence level sufficient for contaminant ablation while preserving Steel substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal without substrate damage
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning and process efficiency
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage without excessive heat accumulation
Machine,Settings,power,200,W,50,1000,,Typical range for industrial 1064 nm fiber lasers cleaning steel; starting at 200 W for light contamination to avoid overheating due to steel's high thermal conductivity. Max safe ~1000 W with high scan speeds to prevent substrate melting (steel melting point ~1370°C). Source: CleanLaser CL 1000 specs and IPG Photonics YLR series manuals.
