Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Breccia,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: breccia, laser cleaning, stone, sedimentary, material properties",,,,,
# Last Modified: 2026-01-14,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,500,μm,0.1,500
Machine Setting,Energydensity,1.0,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,90,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,300
Machine Setting,Frequency,20,kHz,1,200
,Crystallinestructure,crystalline,crystal system,None,None
Material Characteristics,Fracturetoughness,0.85,MPa·m^{1/2},None,None
Material Characteristics,Density,2710.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,0.87,dimensionless (resistance index),None,None
Material Characteristics,Youngsmodulus,32.5,GPa,None,None
Material Characteristics,Hardness,3.5,Mohs,None,None
Material Characteristics,Compressivestrength,125.0,MPa,None,None
Material Characteristics,Tensilestrength,3.2,MPa,None,None
Material Characteristics,Flexuralstrength,11.2,MPa,None,None
Material Characteristics,Corrosionresistance,0.85,dimensionless (resistance index),None,None
Material Characteristics,Porosity,0.15,fraction,None,None
Material Characteristics,Laserdamagethreshold,1.15,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.75,dimensionless,0.6,0.9
Laser-Material Interaction,Absorptioncoefficient,5000000,m⁻¹,1000000,10000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.8,2.5
Laser-Material Interaction,Reflectivity,0.25,dimensionless,0.1,0.4
Laser-Material Interaction,Thermaldestructionpoint,1073,K,900,1300
Laser-Material Interaction,Vaporpressure,10,Pa,0.1,100
Laser-Material Interaction,Thermaldestruction,1673.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.22,%,None,None
Laser-Material Interaction,Thermalexpansion,8.2e-06,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,2.3,W/m·K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,4500.0,cm^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.05e-06,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.45,J/cm²,None,None
,Metric,1064,nm,None,None
