Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Tin,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: tin, laser cleaning, metal, alloy, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,45,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,80,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,12,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,20,500
Machine Setting,Scan Speed,1000,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
Material Characteristics,Youngsmodulus,50.0,GPa,None,None
Material Characteristics,Oxidationresistance,1.3,dimensionless,None,None
Material Characteristics,Density,7310.0,kg/m^3,None,None
Material Characteristics,Hardness,4.5,HB,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless (0-1 scale),None,None
Material Characteristics,Compressivestrength,35.0,MPa,None,None
Material Characteristics,Flexuralstrength,30.5,MPa,None,None
Material Characteristics,Tensilestrength,23.0,MPa,None,None
Material Characteristics,Fracturetoughness,2.8,MPa√m,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Electricalresistivity,1.15e-07,Ω·m,None,None
Material Characteristics,Absorptivity,0.4,dimensionless,None,None
Material Characteristics,Boilingpoint,2875.0,K,None,None
Material Characteristics,Absorptioncoefficient,47300000.0,m^{-1},None,None
Material Characteristics,Electricalconductivity,8700000.0,S/m,None,None
Material Characteristics,Meltingpoint,505.08,K,None,None
Material Characteristics,Vaporpressure,1.585e-42,Pa,None,None
Material Characteristics,Thermaldestructionpoint,505.08,K,None,None
Material Characteristics,Reflectivity,0.56,fraction,None,None
Material Characteristics,Thermalshockresistance,13.4,K,None,None
Material Characteristics,Surfaceroughness,0.8,μm,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.08,dimensionless,0.02,0.15
Laser-Material Interaction,Absorptioncoefficient,60000000,m⁻¹,40000000,80000000
Laser-Material Interaction,Laserdamagethreshold,1.5,J/cm²,0.8,3.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.7,2.0
Laser-Material Interaction,Reflectivity,0.92,dimensionless,0.85,0.98
Laser-Material Interaction,Thermaldestructionpoint,505,K,500,510
Laser-Material Interaction,Vaporpressure,0.001,Pa,0.0001,0.01
Laser-Material Interaction,Thermaldestruction,505.08,K,None,None
Laser-Material Interaction,Specificheat,227.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.71,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,66.8,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,2.35e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.42,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,4.03e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.2,J/cm²,None,None
,Metric,1064,nm,None,None
