Category,Property,Value,Unit,Min,Max
Material Characteristics,density,7.85,g/cm³,0.53,22.6
Material Characteristics,porosity,0.1,%,0.0,15.0
Material Characteristics,surfaceRoughness,1.6,μm Ra,0.4,150
Material Characteristics,tensileStrength,400.0,MPa,3.0,3000.0
Material Characteristics,youngsModulus,200.0,GPa,5,600
Material Characteristics,hardness,1.47,GPa,0.5,3500
Material Characteristics,flexuralStrength,350,MPa,2.5,1050.0
Material Characteristics,oxidationResistance,8,scale (1-10),200,1200
Material Characteristics,corrosionResistance,6,scale (1-10),1,10
Material Characteristics,compressiveStrength,250.0,MPa,,
Material Characteristics,fractureToughness,60.0,MPa m^{1/2},,
Material Characteristics,electricalResistivity,1.7e-07,Ω·m,,
Material Characteristics,boilingPoint,3134.0,K,,
Material Characteristics,electricalConductivity,6700000.0,S/m,,
Material Characteristics,meltingPoint,1723.0,K,,
Laser-Material Interaction,thermalConductivity,50.0,W/(m·K),7.0,430
Laser-Material Interaction,thermalExpansion,12,×10^{-6}/K,0.5,33
Laser-Material Interaction,thermalDiffusivity,1.4,×10^{-5} m²/s,0.06,174
Laser-Material Interaction,specificHeat,486.0,J/(kg·K),100,2000
Laser-Material Interaction,thermalShockResistance,250,W/m,50,400
Laser-Material Interaction,laserReflectivity,0.4,dimensionless (at 1064 nm),5,99.9
Laser-Material Interaction,absorptionCoefficient,0.6,dimensionless (at 1064 nm),100000,50000000
Laser-Material Interaction,ablationThreshold,1.5,J/cm²,2.0,8.0
Laser-Material Interaction,laserDamageThreshold,2.0,J/cm²,0.1,20.0
Laser-Material Interaction,thermalDestruction,1773.0,K,,
Laser-Material Interaction,laserAbsorption,0.35,dimensionless,,
Laser-Material Interaction,absorptivity,0.35,dimensionless,,
Laser-Material Interaction,vaporPressure,10.0,Pa,,
Laser-Material Interaction,thermalDestructionPoint,1773.0,K,,
Laser-Material Interaction,reflectivity,0.59,,,
