Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,15900000.0,S/m,,
Material Characteristics,electricalResistivity,6.2e-08,Ω·m,,
Material Characteristics,fractureToughness,52.0,MPa√m,,
Material Characteristics,surfaceRoughness,1.6,μm,,
Material Characteristics,density,8530.0,kg/m³,,
Material Characteristics,oxidationResistance,478.0,K,,
Material Characteristics,youngsModulus,110.0,GPa,,
Material Characteristics,hardness,65.0,HB,,
Material Characteristics,compressiveStrength,345.0,MPa,,
Material Characteristics,tensileStrength,315.0,MPa,,
Material Characteristics,flexuralStrength,379.0,MPa,,
Material Characteristics,corrosionResistance,0.75,dimensionless (0-1 scale),,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,boilingPoint,2013.0,K,,
Material Characteristics,absorptivity,0.34,dimensionless,,
Material Characteristics,absorptionCoefficient,80000000.0,m^{-1},,
Material Characteristics,reflectivity,0.92,dimensionless,,
Material Characteristics,vaporPressure,25.3,Pa,,
Material Characteristics,meltingPoint,930.0,°C,,
Material Characteristics,thermalDestructionPoint,1193.0,K,,
Material Characteristics,thermalShockResistance,150.0,K,,
Material Characteristics,laserDamageThreshold,1.1,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,6700000.0,m⁻¹,,
Laser-Material Interaction,absorptivity,0.38,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.45,J/cm²,,
Laser-Material Interaction,reflectivity,0.62,dimensionless (ratio),,
Laser-Material Interaction,thermalDestructionPoint,920.0,°C,,
Laser-Material Interaction,thermalShockResistance,180.0,°C,,
Laser-Material Interaction,vaporPressure,1.33,Pa,,
Laser-Material Interaction,thermalDestruction,1194.0,K,,
Laser-Material Interaction,laserReflectivity,0.94,dimensionless,,
Laser-Material Interaction,thermalExpansion,1.89e-05,10^{-6}/K,,
Laser-Material Interaction,thermalConductivity,109.0,W/m·K,,
Laser-Material Interaction,specificHeat,385.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.12,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,3.3e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,2.1,J/cm²,,
